category,code,shape_enc,shape_name,a,b,c,density,velocity_mean,velocity_std,measurement_count,volume,surface_area,aspect_ratio,vol_surf_ratio,d_eq,d_eq_m,V_ms,rho_p,Re,CD
ABS CUBE,CUBE-2,2,Cube,5.063333333333333,5.043333333333333,5.180000000000001,1028.9023828473678,3.2350000000000003,0.3850973902793942,4,132.27688288888888,155.7772222222222,1.0037666027886076,0.8491359125936873,5.095200956399805,0.005095200956399805,0.032350000000000004,1028.9023828473678,164.50009143765465,1.971886522826333
ABS CUBE,CUBE-3,2,Cube,3.11,3.083333333333333,3.783333333333333,1047.4375107433168,4.072,0.3810118108405566,5,36.27901388888888,66.04122222222222,1.0083216254187832,0.5493306050001682,3.3104357086820597,0.0033104357086820597,0.04072,1047.4375107433168,134.53134017341839,1.2936101580885448
ABS CUBE,CUBE-4,2,Cube,5.05,5.04,5.193333333333334,1028.894380360464,3.5316666666666667,0.3178941123497991,6,132.18072,155.70546666666667,1.0017853600476094,0.8489096363799064,5.09396595092336,0.005093965950923361,0.03531666666666667,1028.894380360464,179.5420937051098,1.653687017384811
ABS CUBE,CUBE-5,2,Cube,3.0700000000000003,3.053333333333333,3.796666666666667,1039.6488087554087,3.975000000000001,0.3348133808556638,4,35.588940888888885,65.24397777777779,1.0051293244570558,0.5454663653975579,3.289311635219998,0.003289311635219998,0.03975000000000001,1039.6488087554087,130.48863722499496,1.1363458812200826
ABS CUBE,CUBE-6,2,Cube,5.06,5.05,5.186666666666667,1075.1885516035677,3.855,0.2192031021678293,2,132.53489333333334,155.9804,1.0017818253811126,0.8496839580445703,5.098511590947067,0.0050985115909470665,0.03855,1075.1885516035677,196.15452658734742,3.470761254669678
ABS CUBE,CUBE-7,2,Cube,2.983333333333334,2.9633333333333334,3.1466666666666665,1089.2049392415097,3.24,0.3218695387886216,3,27.818456296296297,55.10557777777778,1.00640953558979,0.504811901194023,3.03001195579943,0.00303001195579943,0.032400000000000005,1089.2049392415097,97.97604259316574,3.4502445838110956
ABS CUBE,CUBE-8,2,Cube,5.206666666666666,5.156666666666666,5.052333333333333,1093.989292299615,3.9683333333333337,0.5068892055140517,6,135.6503222148148,158.41611777777774,1.0095004200866025,0.8562857607667155,5.1381519472565405,0.00513815194725654,0.039683333333333334,1093.989292299615,203.49119844741642,4.104787183629342
ABS CUBE,CUBE-9,2,Cube,5.1066666666666665,5.063333333333333,5.16,1039.5675862536796,3.414,0.5390083487294052,5,133.42085866666665,156.6679111111111,1.0083591127492926,0.8516103017531238,5.1098471629190305,0.0051098471629190305,0.034140000000000004,1039.5675862536796,174.10128177777162,2.3884320276858966
ABS HC,HC-1,1,Half Cylinder,5.266666666666667,5.216666666666666,0.0,1098.045142942569,2.7920000000000003,0.2921814504721338,5,56.82306261185064,64.94195613745701,1.0093911710215295,0.8749823071479119,5.24994697743264,0.00524994697743264,0.027920000000000004,1098.045142942569,146.28536257069948,8.830744125400603
ABS HC,HC-2,1,Half Cylinder,2.8366666666666664,3.2133333333333334,0.0,1260.5331733890926,2.5383333333333336,1.066347348037527,6,10.153885823309148,20.63789881294849,0.8825054443637872,0.4920019191555715,2.957041797665529,0.0029570417976655288,0.025383333333333334,1260.5331733890926,74.90945847548186,15.791433226679363
ABS HC,HC-3,1,Half Cylinder,5.23,5.19,0.0,1117.5036553480402,3.083333333333333,0.065064070986477,3,55.74817071422661,64.1201416792167,1.007513003274899,0.8694330557335044,5.216632529567782,0.0052166325295677825,0.03083333333333333,1117.5036553480402,160.52447732234995,8.59424403594275
ABS HC,HC-4,1,Half Cylinder,5.21,5.266666666666667,0.0,1095.4839831311465,3.2099999999999995,0.0,1,56.139839222635246,64.42053029677744,0.9890527115104726,0.8714588185475333,5.228820817924561,0.005228820817924561,0.0321,1095.4839831311465,167.5094579588676,6.483420104217248
ABS HC,HC-5,1,Half Cylinder,5.16,5.25,0.0,1116.6912297209628,2.856666666666667,0.1274100990241091,3,54.89320551580714,63.46456983222885,0.9826699676252142,0.8649425287356323,5.189827252093754,0.005189827252093754,0.02856666666666667,1116.6912297209628,147.95955303780863,9.893036239564754
ABS HC,HC-6,1,Half Cylinder,5.25,5.22,0.0,1113.267611371968,2.932,0.2578177650977526,5,56.50007125325605,64.69521021445631,1.0055544914767285,0.8733269598470362,5.239980891680994,0.005239980891680994,0.02932,1113.267611371968,153.32896726459856,9.208444345663056
ABS HC,HC-7,1,Half Cylinder,5.183333333333334,5.256666666666667,0.0,1141.1547117334012,3.135,0.1484924240491756,2,55.46111565584175,63.90082360541109,0.9858619159322892,0.867924895590005,5.207663396142165,0.005207663396142165,0.031349999999999996,1141.1547117334012,162.93372697411874,9.941471331016457
ABS HC,HC-8,1,Half Cylinder,5.163333333333333,5.38,0.0,1104.2417224680005,2.528,0.8566037590391489,5,56.3251669219918,64.57345604583718,0.9595490305395526,0.8722650198869585,5.234568257213937,0.005234568257213937,0.02528,1104.2417224680005,132.0652257712836,11.405098329284055
ABS HC,HC-9,1,Half Cylinder,5.256666666666667,5.333333333333333,0.0,1100.6620331881986,2.96,0.3203123475609393,5,57.87346575110675,65.74069734298594,0.9854402299568832,0.8803293559416652,5.282098979551609,0.005282098979551609,0.0296,1100.6620331881986,156.03742953513816,8.111668176686614
BSP,BSP-10,4,Box Shape Prism,4.8133333333333335,3.826666666666666,2.833333333333333,1111.383003306045,5.3500000000000005,0.0200000000000001,3,52.18722962962962,85.79804444444444,1.2575111033701996,0.6082495436580446,3.736985513345783,0.003736985513345783,0.053500000000000006,1111.383003306045,199.5288675140714,1.94016653513207
BSP,BSP-11,4,Box Shape Prism,4.83,3.856666666666667,2.8800000000000003,1118.4061013079086,5.462,0.9701133954337507,5,53.64777600000001,87.29060000000001,1.252052190443273,0.6145811968161885,3.7715271717629784,0.003771527171762978,0.054619999999999995,1118.4061013079086,205.5888124934505,1.9949845945810563
BSP,BSP-12,4,Box Shape Prism,4.786666666666666,3.826666666666666,2.8466666666666662,1112.3400108434828,5.796666666666667,0.2079262689833428,3,52.14233007407405,85.6725333333333,1.250544282852913,0.6086165475538622,3.7359134941803753,0.0037359134941803754,0.057966666666666666,1112.3400108434828,216.12533530823043,1.6661557210966405
BSP,BSP-16,4,Box Shape Prism,3.84,2.856666666666667,2.7566666666666664,1124.356074662182,6.2,2.090334901397381,5,30.239530666666663,58.86015555555555,1.343753645165053,0.5137434082163977,3.115480343232534,0.0031154803432325343,0.062,1124.356074662182,192.77346171785626,1.3421929859988708
BSP,BSP-17,4,Box Shape Prism,4.833333333333333,4.816666666666666,2.8666666666666667,1123.8043969887592,5.783333333333334,0.3722006627255432,3,66.73759259259258,101.88777777777776,1.0032519200166057,0.6550043493322601,4.056238773436837,0.0040562387734368365,0.05783333333333334,1123.8043969887592,234.1166374456362,1.9995859954964266
BSP,BSP-18,4,Box Shape Prism,3.8233333333333337,2.81,2.33,1118.5454286106954,4.52,0.0,1,25.03251033333333,52.39846666666666,1.3601328115735802,0.4777245251860071,2.925284666412582,0.002925284666412582,0.0452,1118.5454286106954,131.95842118800502,2.2621386149259695
BSP,BSP-21,4,Box Shape Prism,3.83,3.79,2.853333333333333,1134.7687412127857,6.338333333333334,0.6465111496847266,6,41.41813066666666,72.5162,1.0102875230809814,0.5711490607285811,3.459899611359642,0.003459899611359642,0.06338333333333333,1134.7687412127857,218.86137042594527,1.5437515277820504
BSP,BSP-23,4,Box Shape Prism,4.826666666666667,4.816666666666666,1.0266666666666666,1256.8918015399502,3.93,0.0,1,23.86840296296296,66.29786666666666,1.0018681242648586,0.3600122319279911,2.8792173704091075,0.0028792173704091074,0.0393,1256.8918015399502,112.92693617176377,6.325354253637602
BSP,BSP-24,4,Box Shape Prism,3.773333333333333,3.76,0.9866666666666668,1328.7077582055404,3.7266666666666666,0.8140229316999206,3,13.998563555555554,43.24124444444444,1.0032792696977757,0.3237242593533792,2.410059831940046,0.0024100598319400464,0.03726666666666666,1328.7077582055404,89.63526661082511,7.52156672973926
BSP,BSP-25,4,Box Shape Prism,3.85,2.813333333333333,2.3266666666666667,1150.7524510145404,5.4433333333333325,0.4240597442185082,6,25.200902222222226,52.66937777777778,1.3679971574085044,0.4784644288777963,2.931829405831977,0.002931829405831977,0.05443333333333333,1150.7524510145404,159.27006882947234,1.9809532509192285
BSP,BSP-27,4,Box Shape Prism,2.8800000000000003,2.78,1.7966666666666669,1112.2827155715129,4.7125,0.2376797565352727,4,14.384832000000005,36.35106666666668,1.0355987055016185,0.3957087813439309,2.432026286650317,0.0024320262866503167,0.047125,1112.2827155715129,114.38002028087938,1.6403000286187213
BSP,BSP-28,4,Box Shape Prism,3.84,2.8666666666666667,2.7833333333333337,1142.337418186882,5.425,0.2706165799305975,4,30.63893333333333,59.349777777777774,1.339067767058003,0.5162347399734536,3.1291367792198543,0.0031291367792198542,0.05425,1142.337418186882,169.41615893213174,2.011320117665733
BSP,BSP-29,4,Box Shape Prism,2.8166666666666664,2.3200000000000003,1.7933333333333332,1109.325234437399,4.826666666666667,0.0665832811847943,3,11.718835555555556,31.492844444444444,1.2135573746948152,0.3720992391458507,2.271406268662699,0.002271406268662699,0.04826666666666667,1109.325234437399,109.41394281565138,1.4225614213163433
BSP,BSP-31,4,Box Shape Prism,2.3233333333333337,1.7966666666666666,1.7466666666666668,1056.0917720281186,4.460000000000001,1.216223663640862,2,7.291033037037038,22.741044444444448,1.292416094937883,0.3205970797765339,1.9390828056257923,0.0019390828056257922,0.04460000000000001,1056.0917720281186,86.31012694464853,0.742195753210759
BSP,BSP-46,4,Box Shape Prism,4.78,3.8166666666666655,1.0266666666666666,1217.2877642172923,4.140000000000001,0.3535533905932729,2,18.73016444444444,54.13915555555555,1.2520736924823197,0.3459569750446064,2.6557092736060497,0.0026557092736060497,0.041400000000000006,1217.2877642172923,109.72647119943589,4.453192307965493
BSP,BSP-47,4,Box Shape Prism,4.76,4.7,2.353333333333333,1179.5146604238705,5.3133333333333335,0.3017173069834298,3,52.64877333333333,89.26906666666665,1.012550521165709,0.5897696204252116,3.747969824558513,0.003747969824558513,0.05313333333333334,1179.5146604238705,198.74384575151925,3.1582817531712997
BSP,BSP-49,4,Box Shape Prism,2.853333333333333,2.303333333333333,1.78,1094.159573751902,3.8533333333333335,0.2571640202931454,3,11.69847644444444,31.50208888888888,1.2382467814262983,0.3713437906265276,2.270090136241442,0.002270090136241442,0.038533333333333336,1094.159573751902,87.29919163667056,1.9268134764068359
BSP,BSP-5,4,Box Shape Prism,3.843333333333333,2.7999999999999994,2.32,1081.4580938994018,3.75,0.0,1,24.96629333333332,52.34773333333332,1.3726190476190478,0.4769316977748796,2.922703028626287,0.002922703028626287,0.0375,1081.4580938994018,109.38216084633878,2.2733579281908276
BSP,BSP-50,4,Box Shape Prism,2.833333333333333,2.856666666666667,2.78,1115.505426669715,5.390000000000001,0.1652271164185829,3,22.50101111111111,47.82417777777778,0.99148489443602,0.4704846308290427,2.823150374542299,0.002823150374542299,0.0539,1115.505426669715,151.86346957745425,1.4965512963959005
BSP,BSP-6,4,Box Shape Prism,4.8566666666666665,3.8333333333333335,2.31,1116.1289547491092,5.595,1.5250934397603315,6,43.00578333333333,77.38224444444444,1.266626097539772,0.5557505845365319,3.503555117832415,0.003503555117832415,0.05595,1116.1289547491092,195.63186102503815,1.7327756499209277
BSP,BSP-8,4,Box Shape Prism,4.863333333333333,4.846666666666667,2.333333333333333,1127.2953490918535,4.826666666666667,0.6013595707505892,3,54.99889629629629,92.45524444444445,1.003231795365468,0.5948640530099002,3.8029270222111324,0.0038029270222111325,0.04826666666666667,1127.2953490918535,183.18750171684655,2.7661994007993216
BSP,BSP-9,4,Box Shape Prism,4.87,4.846666666666667,2.333333333333333,1125.752165862433,5.014,0.5186810195100644,5,55.07428888888888,92.55097777777776,1.0046070274358798,0.5950633385828359,3.804663915360685,0.003804663915360685,0.050140000000000004,1125.752165862433,190.38431701875237,2.5339212559072046
C,C-11,0,Cylinder,3.813333333333333,2.873333333333333,0.0,1411.3665063431592,6.06,0.0,1,32.81598405057665,57.26411313159378,1.326684448567784,0.573063691306369,3.4700189794462397,0.00347001897944624,0.060599999999999994,1411.3665063431592,209.86258385413322,5.119164540567528
C,C-13,0,Cylinder,2.8200000000000003,2.883333333333333,0.0,1396.3115951266675,6.23,0.0,1,18.00872435576872,38.035890575542346,0.9776955969028086,0.4734666149068323,2.840955011757119,0.0028409550117571188,0.0623,1396.3115951266675,176.63751423800358,3.8211001013650514
C,C-14,0,Cylinder,2.8266666666666667,2.9166666666666665,0.0,1389.9875477865692,5.585,1.0617124532251343,4,18.303151510381067,38.45141856385715,0.9688106934765224,0.4760071850141134,2.856353785625547,0.002856353785625547,0.05585,1389.9875477865692,159.2083042093324,4.704517806397889
C,C-15,0,Cylinder,2.813333333333333,2.9066666666666667,0.0,1429.482626045254,5.49,0.0424264068711928,2,18.06872447030679,38.12273815912158,0.9675570331308035,0.4739618753219988,2.844106607735276,0.002844106607735276,0.054900000000000004,1429.482626045254,155.82916985913732,5.336317955331051
C,C-16,0,Cylinder,2.806666666666666,2.89,0.0,1399.6415848421786,4.295,0.898025612106915,2,17.880077532867613,37.85605184941684,0.9708290095699296,0.4723175465838509,2.8341739727829607,0.0028341739727829607,0.04295,1399.6415848421786,121.4843165867661,8.087532593027419
C,C-18,0,Cylinder,3.77,1.0033333333333332,0.0,1572.996762477667,4.11,0.169705627484771,2,11.199994841740097,34.20885476481682,3.753733820112845,0.3274004616272359,2.4249864360786413,0.002424986436078641,0.041100000000000005,1572.996762477667,99.46760863778648,10.818530458037193
C,C-19,0,Cylinder,4.79,2.853333333333333,0.0,1404.1639357964625,6.13,0.2083266665599963,6,51.41779141563708,78.97812087479817,1.678150181011328,0.6510384248967924,4.030335305186743,0.004030335305186743,0.0613,1404.1639357964625,246.56543509953147,5.709509388059863
C,C-22,0,Cylinder,4.833333333333333,2.303333333333333,0.0,1408.665925060924,4.578,0.5321841786449499,5,42.26103889752984,71.67020040389512,2.0974974685375383,0.5896598399246704,3.7752880718352713,0.003775288071835271,0.04578,1408.665925060924,172.48702255276146,9.695370072302778
C,C-23,0,Cylinder,2.81,0.9966666666666668,0.0,1563.7521690626409,3.3300000000000005,0.0,1,6.180910496542584,21.20161398140388,2.8165720013364512,0.291530187369882,1.9890888876183384,0.001989088887618338,0.0333,1563.7521690626409,66.10418663777529,13.300536352471548
C,C-24,0,Cylinder,3.826666666666666,2.29,0.0,1416.140087392895,3.27,0.5091168824543141,2,26.33701980885783,50.531749888120935,1.670304088462098,0.5211974623314829,3.2247217711172227,0.003224721771117223,0.0327,1416.140087392895,105.2375051117021,16.52706566886344
C,C-25,0,Cylinder,4.77,2.8466666666666662,0.0,1426.340059770645,5.8740000000000006,0.6455850060216706,5,50.87017778219597,78.39860174996595,1.675055601076905,0.6488658808537751,4.015976147393025,0.004015976147393025,0.05874000000000001,1426.340059770645,235.42664202007057,6.534150540129143
C,C-27,0,Cylinder,4.813333333333333,2.856666666666667,0.0,1394.1934659589124,5.37,1.0925200226998129,5,51.98060448157976,79.58966679140445,1.68435786772425,0.653107451973823,4.044987166588214,0.0040449871665882145,0.0537,1394.1934659589124,216.78137922409553,7.283717415443213
C,C-29,0,Cylinder,2.83,1.0266666666666666,0.0,1476.0484037103697,3.01,0.0,1,6.4579133601893925,21.708143436917663,2.753811222834901,0.2974880546075086,2.0183699775954134,0.0020183699775954134,0.0301,1476.0484037103697,60.6314304529707,13.957796477486493
C,C-30,0,Cylinder,4.763333333333334,2.8766666666666665,0.0,1455.4758977433785,5.6625,0.7545141924885616,4,51.26268746658205,78.68808205970174,1.6552762654928763,0.6514669836238774,4.0262786642973944,0.004026278664297394,0.056624999999999995,1455.4758977433785,227.53205330710824,7.528922391592467
C,C-49,0,Cylinder,3.813333333333333,2.29,0.0,1430.647883703563,5.416666666666667,0.6117461347105784,3,26.15380631409068,50.27581480660849,1.6644842135894078,0.5202065131056394,3.2172267714941576,0.0032172267714941577,0.05416666666666667,1430.647883703563,173.91791722235502,6.2176924889765
HC,HC-11,1,Half Cylinder,4.663333333333333,2.31,0.0,1138.4927130648057,3.7466666666666666,0.5208006656421761,3,19.7271699085955,34.00089005779543,2.017885475263234,0.5801956912028726,3.689789860969546,0.0036897898609695463,0.03746666666666667,1138.4927130648057,137.96763853741035,4.839968354700858
HC,HC-12,1,Half Cylinder,3.6533333333333338,1.846666666666667,0.0,1153.6296910982069,3.714,0.1879627622695513,5,9.67892210175872,21.07994707924736,1.97726862709724,0.4591530550514217,2.910196872276336,0.002910196872276336,0.03714,1153.6296910982069,107.86854241267044,4.303365451923593
HC,HC-14,1,Half Cylinder,3.706666666666667,1.81,0.0,1130.6910809482663,3.37,0.1555634918610402,2,9.765748275965798,21.329459349112465,2.046751334437696,0.4578525932666061,2.9188730943399905,0.0029188730943399905,0.0337,1130.6910809482663,98.16929123269917,4.469658538508303
HC,HC-15,1,Half Cylinder,3.763333333333333,1.8733333333333333,0.0,1111.9996023887884,3.872,0.6690814599135143,5,10.41886284481094,22.197420312775503,2.0078250044460253,0.4693726882674951,2.982543673320379,0.0029825436733203793,0.03872,1111.9996023887884,115.25312284890315,2.972327460138989
HC,HC-16,1,Half Cylinder,3.773333333333333,1.8633333333333333,0.0,1121.506455629814,2.52,0.0,1,10.418394136640316,22.226768024147784,2.023958519578044,0.4687318518518518,2.9824989479163015,0.0029824989479163015,0.0252,1121.506455629814,75.00865554051582,7.60231882197317
HC,HC-21,1,Half Cylinder,3.693333333333334,1.8033333333333328,0.0,1128.311395460916,4.416,0.3986602563587197,5,9.659906157781815,21.1753816827464,2.046924071679292,0.4561856925418568,2.90828975832557,0.00290828975832557,0.044160000000000005,1128.311395460916,128.17321557620187,2.54705980716592
HC,HC-22,1,Half Cylinder,3.6633333333333336,1.87,0.0,1108.7013105227345,4.41,0.098994949366117,2,9.854948694276416,21.30068759639333,1.9579547479066453,0.4626587122917605,2.9277331757729845,0.0029277331757729843,0.0441,1108.7013105227345,128.85480698548542,2.184159148455103
HC,HC-24,1,Half Cylinder,3.713333333333333,1.8033333333333328,0.0,1138.1724235527815,4.66,0.5060961700441263,4,9.764809347005858,21.348378718204074,2.058008498060226,0.4574028536733454,2.918779546215186,0.002918779546215186,0.0466,1138.1724235527815,135.74309659992042,2.469273785254597
HC,HC-26,1,Half Cylinder,2.6733333333333333,1.3,0.0,1108.7353552697994,3.5000000000000004,0.0,1,3.648458957649223,11.072054615386667,2.054829618242378,0.329519595448799,2.1022443461432294,0.0021022443461432296,0.035,1108.7353552697994,73.43139501078302,2.4906380032767546
HC,HC-31,1,Half Cylinder,2.6666666666666665,1.3333333333333333,0.0,1099.4040757852938,3.74,0.0,1,3.723369070921236,11.170107212763709,1.9985011241568824,0.3333333333333333,2.116534735957599,0.002116534735957599,0.0374,1099.4040757852938,79.00008232656458,2.0110126841486777
HC,HC-4,1,Half Cylinder,4.766666666666667,2.273333333333333,0.0,1161.4483538349298,4.54,0.0,1,20.28395185840821,34.866617000015914,2.0967741935483875,0.581758530183727,3.7241819865675803,0.0037241819865675803,0.0454,1161.4483538349298,168.7397064657878,3.8705879754847747
HC,HC-41,1,Half Cylinder,3.713333333333333,1.8133333333333328,0.0,1152.6605978153025,3.2533333333333334,1.03016179958943,3,9.818958012516058,21.40670762180572,2.0466654418519203,0.45868604299122,2.9241647605399153,0.0029241647605399153,0.03253333333333333,1152.6605978153025,94.94256122247944,5.600175024775879
HC,HC-42,1,Half Cylinder,4.736666666666667,2.3833333333333333,0.0,1135.8782099378006,4.535,0.1343502884254437,2,20.9985989554191,35.3540089202816,1.9865790577380125,0.5939524143575354,3.7674151321964313,0.0037674151321964314,0.04535,1135.8782099378006,170.51057169261796,3.31025716379502
HC,HC-44,1,Half Cylinder,3.6366666666666654,1.7933333333333332,0.0,1136.002890262925,4.359999999999999,0.4808326112068524,2,9.31382124247889,20.631510907886177,2.026750882407579,0.4514367020458389,2.8731348118576294,0.0028731348118576296,0.04359999999999999,1136.002890262925,125.01814044139864,2.733684627176679
HC,HC-46,1,Half Cylinder,4.756666666666667,2.8666666666666667,0.0,1055.298996996876,3.62,0.4808326112068526,2,25.4707960877546,39.18935249824662,1.658723701034523,0.6499417434593794,4.017854552444778,0.004017854552444778,0.0362,1055.298996996876,145.15544212890396,2.3025087674373386
HC,HC-47,1,Half Cylinder,3.6833333333333336,1.8266666666666669,0.0,1165.1849226897173,4.135,0.2757716446627538,2,9.731980634618122,21.22412000210835,2.01532008024804,0.4585339996971074,2.915504952314196,0.002915504952314196,0.04135,1165.1849226897173,120.31501751863561,3.736259799159858
HC,HC-6,1,Half Cylinder,4.796666666666667,2.3166666666666664,0.0,1127.2059157926574,4.304,0.3214498405661445,5,20.931604201193085,35.52557478575264,2.069610240184093,0.5891981854601155,3.763404294023915,0.003763404294023915,0.04304,1127.2059157926574,161.65296697315975,3.440297121847328
HC,HC-7,1,Half Cylinder,4.756666666666667,2.313333333333333,0.0,1157.097783238867,3.35,0.4101219330881976,2,20.55434009872289,35.05498165953741,2.055307503960824,0.5863457667258732,3.740656972753858,0.0037406569727538577,0.0335,1157.097783238867,125.06138457007972,6.950236795681549
PA 6,BSP-1,4,Box Shape Prism,3.0,3.0,3.033333333333333,1146.52,5.216666666666667,0.2625769728416158,6,27.3,54.400000000000006,0.9996667777407532,0.5018290104961305,3.0110702110075778,0.003011070211007578,0.05216666666666667,1146.52,156.76334101554687,2.153757740422076
PA 6,BSP-2,4,Box Shape Prism,7.899999999999999,7.833333333333333,2.833333333333333,1211.9579854565045,4.78,0.0,1,175.33611111111105,212.92222222222216,1.0083819086925072,0.8234710581644191,5.597023408672111,0.005597023408672111,0.0478,1211.9579854565045,267.00264349665787,6.869213786103557
