category,code,exp_id,gt_velocity,tracking_velocity,velocity_error_cms,velocity_error_pct,epe
WSP,WSP-46,WSP-46-10.02.2024-ANG-THIRD,3.5125,6.28,2.7675,78.79003558718861,2.0972115000000007
WSP,WSP-46,WSP-46-10.02.2024-MAK-FIRST,3.5125,4.0,0.4874999999999998,13.879003558718857,0.3694275
WSP,WSP-46,WSP-46-10.02.2024-MAK-SECOND,3.5125,2.73,0.7825000000000002,22.27758007117438,0.5929785000000001
WSP,WSP-47,WSP-47-10.02.2024-ANG-FIRST,2.225,2.31,0.08499999999999996,3.820224719101122,0.06441300000000028
WSP,WSP-47,WSP-47-10.02.2024-MAK-FIRST,2.225,2.14,0.08499999999999996,3.820224719101122,0.06441299999999983
WSP,WSP-48,WSP-48-10.02.2024-ANG-FIRST,3.140000000000001,5.22,2.0799999999999987,66.24203821656045,1.576223999999999
WSP,WSP-48,WSP-48-10.02.2024-MAK-FIRST,3.140000000000001,3.14,8.881784197001252e-16,2.8285936933125e-14,4.440892098500626e-16
WSP,WSP-49,WSP-49-10.02.2024-ANG-FIRST,3.1025,5.32,2.2175000000000002,71.47461724415794,1.6804215000000005
WSP,WSP-49,WSP-49-10.02.2024-ANG-SECOND,3.1025,2.85,0.25249999999999995,8.138597904915388,0.19134450000000003
WSP,WSP-49,WSP-49-10.02.2024-ANG-THIRD,3.1025,7.38,4.2775,137.8726833199033,3.2414894999999992
WSP,WSP-49,WSP-49-10.02.2024-MAK-FIRST,3.1025,3.2,0.09750000000000014,3.142626913779215,0.07388549999999983
WSP,WSP-49,WSP-49-10.02.2024-MAK-SECOND,3.1025,3.21,0.10749999999999993,3.464947622884768,0.08146349999999991
WSP,WSP-49,WSP-49-10.02.2024-MAK-THIRD,3.1025,3.15,0.047499999999999876,1.531023368251406,0.03599549999999985
WSP,WSP-50,WSP-50-10.02.2024-ANG-FIRST,3.255,3.41,0.15500000000000025,4.76190476190477,0.1174590000000002
WSP,WSP-50,WSP-50-10.02.2024-MAK-FIRST,3.255,3.1,0.1549999999999998,4.761904761904756,0.11745899999999976
BSP,BSP-16,BSP-16-10.11.23-ANG-FIRST,6.2,5.6,0.6000000000000005,9.677419354838719,0.45467999999999975
BSP,BSP-16,BSP-16-10.11.23-ANG-SECOND,6.2,4.91,1.29,20.806451612903224,0.9775619999999998
BSP,BSP-16,BSP-16-10.11.23-ANG-THIRD,6.2,5.63,0.5700000000000003,9.19354838709678,0.43194599999999994
BSP,BSP-16,BSP-16-10.11.23-MAK-FIRST,6.2,9.89,3.6900000000000004,59.51612903225807,2.7962819999999997
BSP,BSP-16,BSP-16-10.11.23-MAK-THIRD,6.2,4.97,1.2300000000000004,19.83870967741936,0.9320940000000002
BSP,BSP-6,BSP-6-10.11.23-ANG-FIRST,5.595,4.88,0.7149999999999999,12.779267202859694,0.5418270000000001
BSP,BSP-6,BSP-6-10.11.23-ANG-SECOND,5.595,4.94,0.6549999999999994,11.706881143878453,0.496359
BSP,BSP-6,BSP-6-10.11.23-ANG-THIRD,5.595,5.76,0.16500000000000004,2.949061662198392,0.12503699999999984
BSP,BSP-6,BSP-6-10.11.23-MAK-FIRST,5.595,8.57,2.9750000000000005,53.17247542448616,2.254455
BSP,BSP-6,BSP-6-10.11.23-MAK-SECOND,5.595,4.36,1.2349999999999994,22.073279714030374,0.935883
BSP,BSP-6,BSP-6-10.11.23-MAK-THIRD,5.595,5.06,0.5350000000000001,9.562109025916,0.4054230000000003
C,C-11,C-11-10.11.23-MAK-THIRD,6.06,6.06,0.0,0.0,0.0
HC,HC-12,HC-12-10.11.23-ANG-FIRST,3.714,3.84,0.1259999999999999,3.392568659127622,0.09548280000000053
HC,HC-12,HC-12-10.11.23-ANG-SECOND,3.714,3.77,0.05600000000000005,1.5078082929456125,0.04243680000000083
HC,HC-12,HC-12-10.11.23-ANG-THIRD,3.714,3.9,0.18599999999999994,5.0080775444264924,0.14095080000000015
HC,HC-12,HC-12-10.11.23-MAK-FIRST,3.714,3.63,0.08400000000000007,2.2617124394184187,0.06365519999999991
HC,HC-12,HC-12-10.11.23-MAK-SECOND,3.714,3.43,0.2839999999999998,7.646742057081309,0.21521519999999938
HC,HC-6,HC-6-10.11.23-ANG-FIRST,4.304,4.69,0.3860000000000001,8.96840148698885,0.29251080000000007
HC,HC-6,HC-6-10.11.23-ANG-SECOND,4.304,4.58,0.2759999999999998,6.412639405204456,0.20915280000000003
HC,HC-6,HC-6-10.11.23-ANG-THIRD,4.304,4.23,0.07399999999999984,1.7193308550185835,0.05607719999999983
HC,HC-6,HC-6-10.11.23-MAK-SECOND,4.304,4.08,0.2240000000000002,5.204460966542755,0.16974719999999976
HC,HC-6,HC-6-10.11.23-MAK-THIRD,4.304,3.94,0.3640000000000003,8.457249070631978,0.27583920000000006
WSP,WSP-15,WSP-15-10.11.23-MAK-FIRST,1.93,1.93,0.0,0.0,0.0
WSP,WSP-6,WSP-6-10.11.23-ANG-FIRST,4.412,4.47,0.05799999999999983,1.3145965548504042,0.043952400000000225
WSP,WSP-6,WSP-6-10.11.23-ANG-SECOND,4.412,4.55,0.1379999999999999,3.1278331822302787,0.10457640000000001
WSP,WSP-6,WSP-6-10.11.23-ANG-THIRD,4.412,4.79,0.3780000000000001,8.567543064369904,0.28644840000000027
WSP,WSP-6,WSP-6-10.11.23-MAK-FIRST,4.412,4.13,0.28200000000000003,6.391659111514054,0.21369959999999955
WSP,WSP-6,WSP-6-10.11.23-MAK-THIRD,4.412,4.12,0.2919999999999998,6.6183136899365325,0.22127760000000007
RESIN (a=6 r=3),C-4,C-4-11.01.2025-ANG-FIRST,9.239999999999998,9.54,0.3000000000000007,3.246753246753255,0.22734000000000076
RESIN (a=6 r=3),C-4,C-4-11.01.2025-MAK-FIRST,9.239999999999998,8.94,0.29999999999999893,3.2467532467532356,0.227339999999999
RESIN (a=6 r=3),C-5,C-5-11.01.2025-ANG-FIRST,7.3066666666666675,9.63,2.3233333333333333,31.797445255474447,1.7606220000000006
RESIN (a=6 r=3),C-5,C-5-11.01.2025-ANG-SECOND,7.3066666666666675,8.81,1.503333333333333,20.574817518248167,1.1392259999999998
RESIN (a=6 r=3),C-5,C-5-11.01.2025-ANG-THIRD,7.3066666666666675,9.35,2.043333333333332,27.965328467153263,1.548437999999999
