code,category,repeat,date,shape_name,shape_enc,a_mm,b_mm,c_mm,density_kg_m3,d_eq_cm,n_points,duration_s,z_travel_cm,settling_velocity_cm_s,horizontal_drift_velocity_cm_s,reynolds_number,drift_cm,drift_normalized,amplitude_cm,amplitude_normalized,drift_gradient,path_length_cm,straight_distance_cm,tortuosity_pct
C-1,RESIN (a=6 r=3),FIRST,18.12.2024,Cylinder,0,6.1,6.3,0.0,1210.1106570899371,0.6165951057290009,102,2.01,28.5,14.40266203635843,6.435189160762092,884.5230001083161,1.026756125428509,1.6652031712359674,0.6087802766269017,0.9873258333880874,0.03602653071678979,31.84646356094877,28.50629614191471,11.717297127643283
C-1,PA 6,FIRST,25.01.2025,Cylinder,0,2.9333333333333336,3.0,0.0,1457.2375479737134,0.2955389299341536,158,3.15,28.5,9.295178440973583,2.563739659319373,273.6142519912696,0.7010985747836815,2.3722714802408165,0.22024285069482044,0.7452244979837032,0.02459994999240988,29.883942626897053,28.505406626907323,4.836050992124693
C-1,RESIN (a=6 r=3),SECOND,18.12.2024,Cylinder,0,6.1,6.3,0.0,1210.1106570899371,0.6165951057290009,106,2.1,28.5,13.900460002859601,5.864315521743672,853.6808371658329,2.1419287598175156,3.4738011053219626,1.1376539326266024,1.8450583244275889,0.07515539508131634,31.819101050374794,28.79336920803207,10.508432759229445
C-1,RESIN (a=9 r=4.5),THIRD,14.12.2024,Cylinder,0,9.15,9.4,0.0,1156.767607382851,0.9232585692206723,84,1.66,28.433925811437405,17.81655639567963,7.479215323361584,1638.3753352902982,9.375687988788146,10.154996987141118,0.23882924533754762,0.2586807783859994,0.3297359657953677,32.40829923650061,29.473338707763475,9.958018525956978
C-1,PLA C,THIRD,16.11.2024,Cylinder,0,4.96,3.053333333333333,0.0,1375.9288609415146,0.4219352965144599,128,2.54,28.479287790697676,11.582307527648815,2.473518321217272,486.7514303785024,0.54622868182397,1.2945792550096613,0.11774297317818931,0.27905457104642634,0.019179857510425075,29.316752468368446,28.48655308906159,2.9143553335894428
C-1,RESIN (a=6 r=3),THIRD,18.12.2024,Cylinder,0,6.1,6.3,0.0,1210.1106570899371,0.6165951057290009,94,1.86,28.5,15.58313627914288,5.462309867073491,957.0204742656906,2.806603267555126,4.551776751839243,0.33393958876968965,0.5415865057424882,0.0984773076335132,30.644944815997807,28.75469467129354,6.57370967180308
C-1,PA 6,THIRD,25.01.2025,Cylinder,0,2.9333333333333336,3.0,0.0,1457.2375479737134,0.2955389299341536,157,3.12,28.36926605504587,9.47205829567566,2.4486698219926497,278.82091364321786,1.302564130321015,4.4074197961372725,0.26313273391584846,0.8903488077678116,0.04591462210526013,29.767412070343944,28.392360975879694,4.843031883232271
C-10,PLA C,FIRST,30.11.2024,Cylinder,0,3.01,3.1633333333333336,0.0,1376.7922808301637,0.30602669799001736,148,2.95,28.5,9.842190389246111,3.0809192677299757,299.9973133276963,1.6785949981573494,5.48512600103964,0.3452223758196889,1.1280792757204148,0.05889807011078419,30.418549922975714,28.580551165361832,6.43094231101268
C-10,PLA C,SECOND,30.11.2024,Cylinder,0,3.01,3.1633333333333336,0.0,1376.7922808301637,0.30602669799001736,159,3.16,28.5,9.134906602655837,3.075396680030726,278.43877530457905,2.7672821230995455,9.042616677809642,0.281730802143656,0.9206085743304856,0.09709761835437002,30.64822244348749,28.516865917331103,7.474020926195321
C-10,ABS C,THIRD,23.10.2024,Cylinder,0,3.3433333333333333,3.16,0.0,1193.9853891589855,0.3281069877593774,262,5.21,28.5,5.621811177408205,1.0141372192632765,183.72067043539892,1.720168700864588,5.242706693360953,0.1637612204748656,0.4991092131050941,0.06035679652156449,29.901618141886185,28.532124116129978,4.799832007537061
C-10,PLA C,THIRD,30.11.2024,Cylinder,0,3.01,3.1633333333333336,0.0,1376.7922808301637,0.30602669799001736,146,2.91,28.5,9.95543460799689,3.1674320163849408,303.4490816873338,0.5597800354246741,1.8291869274847852,0.39409522816404474,1.2877805457904858,0.019641404751742954,30.420381228902045,28.505180009622386,6.718783107607641
C-11,PLA C,THIRD,23.11.2024,Cylinder,0,4.949999999999999,3.063333333333333,0.0,1327.1197019583308,0.4218274958856939,132,2.62,28.39135342700599,11.309258097940797,2.4064902367841103,475.1549824481446,2.380355392550185,5.642959303902773,0.1283035645170099,0.3041612170103235,0.08384085664214866,29.359838210862204,28.492233771979514,3.0450558767207982
C-12,PLA C,FIRST,20.11.2024,Cylinder,0,2.966666666666667,3.16,0.0,1343.5231573638075,0.3029759776149899,148,2.95,28.5,9.83253178828433,2.521836468016289,296.7152321699113,1.1648373678016217,3.8446525594905476,0.12723808360840083,0.4199609639352003,0.04087148658953059,29.819284869131586,28.527894870144866,4.526762331622971
C-12,PLA C,SECOND,20.11.2024,Cylinder,0,2.966666666666667,3.16,0.0,1343.5231573638075,0.3029759776149899,156,3.1,28.5,9.33154448889767,2.706250775938988,281.5969934443768,1.486381608538481,4.905938814816919,0.2917522313962929,0.9629549962770986,0.05215374065047301,30.068994393746486,28.552881108670295,5.309843442088973
C-12,ABS C,SECOND,30.10.2024,Cylinder,0,3.3866666666666667,3.293333333333333,0.0,1093.4213870778954,0.33552653001636557,266,5.29,28.5,5.8873800588656,1.2194635874771609,196.7502193265658,1.0186407060513603,3.035946832584819,0.10818118130977433,0.32242213843566325,0.035741779159696854,29.80599083616624,28.52106552494208,4.5051798997498
C-12,PLA C,THIRD,20.11.2024,Cylinder,0,2.966666666666667,3.16,0.0,1343.5231573638075,0.3029759776149899,134,2.67,28.5,11.178972039840298,2.650317914090308,337.3466118029135,0.19903515633086186,0.6569337869545155,0.07597549469409079,0.25076408793913524,0.006983689695819714,29.863857883776596,28.50913448490847,4.751892413939332
C-13,PLA C,FIRST,20.11.2024,Cylinder,0,5.01,5.166666666666667,0.0,1322.6323882222914,0.5061687142772572,124,2.46,28.477941176470587,12.00523528027011,3.7708013936088967,605.2464647819012,1.2770708100068724,2.523014113644623,0.6932796323275606,1.369661167852844,0.0448442112473366,30.335327970007835,28.553597784369995,6.239949862336245
C-13,PLA C,SECOND,20.11.2024,Cylinder,0,5.01,5.166666666666667,0.0,1322.6323882222914,0.5061687142772572,101,2.0,28.41135303265941,14.830872255417145,4.565454720648839,747.701547921787,1.4529713810373737,2.8705278300576658,0.5166280950434774,1.0206638230913874,0.05114052045909797,30.103184183210924,28.456297748600328,5.78742339976957
C-14,PLA C,FIRST,30.11.2024,Cylinder,0,5.046666666666667,5.163333333333333,0.0,1304.8460557374003,0.5085259673750919,124,2.46,28.39164396694891,12.052360114678319,4.425390047238805,610.452000644399,0.9188732399136611,1.8069347464333014,1.1574730680047007,2.2761336534677716,0.0323642139561673,30.84053605246604,28.438652924959893,8.445840011634564
C-14,C,THIRD,2.12.23,Cylinder,0,2.8266666666666667,2.9166666666666665,0.0,1389.9875477865692,0.2856353785625547,84,1.67,28.5,17.359003826795472,3.5691884494981823,493.85912644776505,5.0856581926919855,17.804720893767772,0.07793223235799292,0.27283816434148617,0.1784441471119995,29.38759160597903,28.970902434822424,1.438302352141276
C-15,ABS C,SECOND,30.10.2024,Cylinder,0,5.426666666666667,3.313333333333334,0.0,1123.476821663564,0.46037366636945115,282,5.61,28.39105504587156,5.23933697136945,1.1283499601290863,240.24429988589344,1.0931221717944886,2.374423759757916,0.07647020643812276,0.16610464938443115,0.038502344137205394,30.663165061015476,28.41824212145035,7.899584112103248
C-16,PLA C,FIRST,16.11.2024,Cylinder,0,3.146666666666667,3.116666666666667,0.0,1283.3602098052745,0.31366347176037795,144,2.87,28.5,10.063922895629076,2.9151213174081505,314.4108560728856,0.9040335812206453,2.8821767996984944,0.31996313096940787,1.0200841340359916,0.031720476534057726,30.177114663782994,28.52215760641254,5.80235576918057
C-16,ABS C,FIRST,23.10.2024,Cylinder,0,5.460000000000001,3.266666666666666,0.0,1119.9705245307755,0.4600764838167362,276,5.5,28.5,5.355764142047373,1.4953611946817604,245.42441579929425,0.949271257800449,2.063290107604316,0.056225058644559164,0.12220806892393891,0.0333077634315947,31.819093925953602,28.51424634946768,11.590162811887257
C-16,C,FIRST,9.12.23,Cylinder,0,2.806666666666666,2.89,0.0,1399.6415848421786,0.28341739727829607,143,2.84,28.5,10.766143871344667,4.750691330921254,303.91558513348446,1.5339683295313495,5.412400029999216,0.5346768304481312,1.8865349677991572,0.05382345015899472,32.40194229303629,28.53783897407131,13.54028005580871
C-16,PLA C,SECOND,16.11.2024,Cylinder,0,3.146666666666667,3.116666666666667,0.0,1283.3602098052745,0.31366347176037795,143,2.84,28.5,10.229282055702368,2.540416515614514,319.5769047019662,0.5472463527822612,1.7446926469025632,0.4172476022314532,1.3302396989031862,0.019201626413412675,29.89065868095931,28.504582739845596,4.86264245214214
C-16,ABS C,SECOND,23.10.2024,Cylinder,0,5.460000000000001,3.266666666666666,0.0,1119.9705245307755,0.4600764838167362,189,3.75,28.5,8.274793600787069,2.9205969138902663,379.18704623101036,0.4649460297485336,1.010584209589241,0.12474115611974722,0.27113134556435137,0.016313895780650303,33.91441694656713,28.50647029995952,18.97094445472363
C-16,PLA C,THIRD,16.11.2024,Cylinder,0,3.146666666666667,3.116666666666667,0.0,1283.3602098052745,0.31366347176037795,140,2.78,28.5,10.460999097934778,2.7506520222905024,326.81606525302834,2.2642637997525754,7.218767894918766,0.19677671812049172,0.62734980587991,0.07944785262289739,30.10490957940064,28.572893770156064,5.361780369773897
C-16,ABS C,THIRD,23.10.2024,Cylinder,0,5.460000000000001,3.266666666666666,0.0,1119.9705245307755,0.4600764838167362,250,4.97,28.5,5.946899595915711,1.5931233105721108,272.5128143127559,1.3145383198685934,2.8572169326355263,0.08843231614333262,0.19221220656554608,0.04612415157433661,31.556242072823757,28.527716764031553,10.616080262724157
C-17,ABS C,FIRST,06.11.2024,Cylinder,0,5.433333333333334,5.316666666666667,0.0,1131.5340601175835,0.5394162729904044,246,4.89,28.5,6.119925059859806,2.1685701213425483,328.80350266635,2.1809435295494914,4.043154867128541,0.6460694759049799,1.1977196615209877,0.0765243343701576,31.27610111681147,28.531602321319074,9.619154103524298
C-17,PLA C,THIRD,30.11.2024,Cylinder,0,5.003333333333333,5.223333333333334,0.0,1327.7343009704643,0.5075617338334155,118,2.33,28.5,12.79965643921183,4.404133535133383,647.0732883225496,2.4886607213346625,4.903168531911931,0.49678826413398786,0.9787740702632174,0.0873214288187601,30.602274869381386,28.623069779879504,6.914719856125137
C-18,PLA C,FIRST,30.11.2024,Cylinder,0,5.053333333333334,5.1866666666666665,0.0,1341.8417370160662,0.5097392516564954,116,2.31,28.5,12.635070476345573,5.143491130710983,641.4931642668796,3.0725302055619785,6.0276507951412475,0.9692630403406288,1.901487941512887,0.10780807738813959,31.25800863971611,28.703305308247607,8.900380301269465
C-18,PLA C,SECOND,30.11.2024,Cylinder,0,5.053333333333334,5.1866666666666665,0.0,1341.8417370160662,0.5097392516564954,140,2.78,28.5,10.640379253441461,3.4699515735018247,540.2210117520467,3.9642130768862547,7.776942944856188,0.4587187612239809,0.8999086488499491,0.13909519568021947,30.261603135527622,28.961132497141143,4.490399809174772
C-18,PLA C,THIRD,30.11.2024,Cylinder,0,5.053333333333334,5.1866666666666665,0.0,1341.8417370160662,0.5097392516564954,124,2.45,28.5,12.227698362396781,4.259048847567617,620.8105391164829,2.9231539041214583,5.734606261185713,0.6357454246026523,1.2471973122271351,0.1025668036533845,30.934777503346194,28.5702106063912,8.276336949458948
C-19,PLA C,FIRST,16.11.2024,Cylinder,0,3.063333333333333,1.09,0.0,1305.502394114361,0.21707259784427707,184,3.66,28.5,8.099820886574822,2.720767402350042,175.12441851814063,1.8413900224353807,8.482830355936276,0.10384213748785573,0.4783751542990687,0.06461017622580284,31.29889493160146,28.68985698607577,9.093938484224404
C-19,C,FIRST,2.12.23,Cylinder,0,4.79,2.853333333333333,0.0,1404.1639357964625,0.40303353051867435,132,2.61,28.5,11.232677509313996,3.5571430088722034,450.9109236809292,0.24022346123230556,0.5960384013785546,0.14117483050838464,0.3502806089773798,0.008428893376572126,31.313713570019708,28.500851188090554,9.869397806282167
C-19,PLA C,SECOND,16.11.2024,Cylinder,0,3.063333333333333,1.09,0.0,1305.502394114361,0.21707259784427707,180,3.57,28.5,8.583497033817718,2.1222458459968854,185.58187248201776,1.0109575209030779,4.657232331223657,0.12856766147820003,0.5922795541905825,0.03547219371589747,30.481344772453113,28.519430984879076,6.879217851906787
C-19,C,SECOND,2.12.23,Cylinder,0,4.79,2.853333333333333,0.0,1404.1639357964625,0.40303353051867435,125,2.48,28.5,14.96527434765931,6.877506086282165,600.7477445734744,0.68752438481335,1.705873910611251,0.14257297120779983,0.353749652105419,0.024123662625029824,33.496170878154835,28.508718851837088,17.494479679139836
C-19,C,THIRD,2.12.23,Cylinder,0,4.79,2.853333333333333,0.0,1404.1639357964625,0.40303353051867435,138,2.73,28.5,10.801235972364662,3.847650095963201,433.59166015014307,0.9205430608840738,2.2840359205334675,0.16891696018077454,0.41911391333468184,0.0322997565222482,32.04100881808117,28.5392097449477,12.27013328129518
C-2,RESIN (a=6 r=3),FIRST,09.01.2025,Cylinder,0,6.1,6.3,0.0,1172.0910224416891,0.6165951057290009,92,1.83,28.5,15.903402484213563,4.738544713933623,976.6892565940753,0.8558649915206533,1.3880502514024393,0.4802344816524055,0.7788490002440481,0.030030350579672047,30.068547105470458,28.504162000074327,5.488269065380877
C-2,ABS C,FIRST,30.10.2024,Cylinder,0,5.489999999999999,5.286666666666666,0.0,1118.5102892141804,0.5421367805185487,192,3.82,28.5,7.606642618014681,1.4316054979991135,410.7411095105243,1.352708010212277,2.4951415561925616,0.147977246948185,0.27295186798919296,0.047463438954816736,29.618894811098354,28.529511530145943,3.818443508229384
C-2,RESIN (a=6 r=3),SECOND,09.01.2025,Cylinder,0,6.1,6.3,0.0,1172.0910224416891,0.6165951057290009,94,1.85,28.5,15.957980435833484,5.222291426478592,980.0410990093699,2.8466037827629993,4.616649980374816,0.35979914217219644,0.5835257834990526,0.09988083448291225,30.938452253295935,28.500135477629065,8.555456789252126
C-2,RESIN (a=9 r=4.5),SECOND,18.12.2024,Cylinder,0,9.15,9.4,0.0,1158.7090355351022,0.9232585692206723,74,1.45,28.5,20.174553561352667,5.205306143128318,1855.2120971832949,3.7848114036038756,4.0994056592387285,0.7917985095939477,0.8576129548002022,0.13280040012645178,29.769115422789085,28.759667811676373,3.509941831466072
C-2,PLA C,SECOND,20.11.2024,Cylinder,0,4.8933333333333335,3.81,0.0,1330.2245463661332,0.4501717029262767,134,2.67,28.411076443057723,11.012341942803763,2.9043542835101355,493.76939497992356,0.4956662173340843,1.1010603601072146,0.18384369640961976,0.4083857230798163,0.017446231519158115,29.65956207191766,28.41323504982639,4.3864312525682765
