Frame,X,Y,dX,dY,Magnitude
0,390,142,0,-1,1.0
1,388,147,-2,5,5.385164807134504
2,388,153,0,6,6.0
3,385,156,-3,3,4.242640687119285
4,385,161,0,5,5.0
5,386,168,1,7,7.0710678118654755
6,387,175,1,7,7.0710678118654755
7,389,181,2,6,6.324555320336759
8,390,186,1,5,5.0990195135927845
9,392,191,2,5,5.385164807134504
10,394,195,2,4,4.47213595499958
11,396,200,2,5,5.385164807134504
12,398,204,2,4,4.47213595499958
13,399,209,1,5,5.0990195135927845
14,400,214,1,5,5.0990195135927845
15,403,220,3,6,6.708203932499369
16,404,226,1,6,6.082762530298219
17,405,231,1,5,5.0990195135927845
18,406,238,1,7,7.0710678118654755
19,406,242,0,4,4.0
20,406,248,0,6,6.0
21,407,255,1,7,7.0710678118654755
22,406,262,-1,7,7.0710678118654755
23,407,269,1,7,7.0710678118654755
24,409,277,2,8,8.246211251235321
25,408,284,-1,7,7.0710678118654755
26,407,290,-1,6,6.082762530298219
27,405,295,-2,5,5.385164807134504
28,403,300,-2,5,5.385164807134504
29,402,305,-1,5,5.0990195135927845
30,400,311,-2,6,6.324555320336759
31,398,315,-2,4,4.47213595499958
32,397,320,-1,5,5.0990195135927845
33,397,324,0,4,4.0
34,396,330,-1,6,6.082762530298219
35,395,334,-1,4,4.123105625617661
36,395,340,0,6,6.0
37,393,345,-2,5,5.385164807134504
38,392,350,-1,5,5.0990195135927845
39,390,357,-2,7,7.280109889280518
40,389,362,-1,5,5.0990195135927845
41,388,368,-1,6,6.082762530298219
42,387,374,-1,6,6.082762530298219
43,384,379,-3,5,5.830951894845301
44,381,384,-3,5,5.830951894845301
45,381,391,0,7,7.0
46,380,397,-1,6,6.082762530298219
47,381,403,1,6,6.082762530298219
48,381,409,0,6,6.0
49,383,414,2,5,5.385164807134504
50,384,419,1,5,5.0990195135927845
51,386,425,2,6,6.324555320336759
52,387,429,1,4,4.123105625617661
53,390,434,3,5,5.830951894845301
54,391,439,1,5,5.0990195135927845
55,392,443,1,4,4.123105625617661
56,393,446,1,3,3.1622776601683795
57,396,454,3,8,8.54400374531753
58,398,459,2,5,5.385164807134504
59,399,464,1,5,5.0990195135927845
60,399,469,0,5,5.0
61,399,474,0,5,5.0
62,399,478,0,4,4.0
63,398,483,-1,5,5.0990195135927845
64,396,487,-2,4,4.47213595499958
65,395,492,-1,5,5.0990195135927845
66,393,496,-2,4,4.47213595499958
67,392,500,-1,4,4.123105625617661
68,391,504,-1,4,4.123105625617661
69,388,509,-3,5,5.830951894845301
70,387,514,-1,5,5.0990195135927845
71,386,518,-1,4,4.123105625617661
72,387,525,1,7,7.0710678118654755
73,386,530,-1,5,5.0990195135927845
74,385,535,-1,5,5.0990195135927845
75,384,541,-1,6,6.082762530298219
76,383,547,-1,6,6.082762530298219
77,382,552,-1,5,5.0990195135927845
78,381,558,-1,6,6.082762530298219
79,379,565,-2,7,7.280109889280518
80,378,570,-1,5,5.0990195135927845
81,376,576,-2,6,6.324555320336759
82,374,582,-2,6,6.324555320336759
83,372,589,-2,7,7.280109889280518
84,370,595,-2,6,6.324555320336759
85,369,600,-1,5,5.0990195135927845
86,369,607,0,7,7.0
87,370,612,1,5,5.0990195135927845
88,371,618,1,6,6.082762530298219
89,373,623,2,5,5.385164807134504
90,374,629,1,6,6.082762530298219
91,376,634,2,5,5.385164807134504
92,377,639,1,5,5.0990195135927845
93,377,644,0,5,5.0
94,382,649,5,5,7.0710678118654755
95,383,653,1,4,4.123105625617661
96,384,658,1,5,5.0990195135927845
97,385,663,1,5,5.0990195135927845
98,385,668,0,5,5.0
99,386,673,1,5,5.0990195135927845
100,387,677,1,4,4.123105625617661
101,388,682,1,5,5.0990195135927845
102,388,686,0,4,4.0
103,389,691,1,5,5.0990195135927845
104,389,696,0,5,5.0
105,389,700,0,4,4.0
106,391,705,2,5,5.385164807134504
107,390,710,-1,5,5.0990195135927845
108,391,715,1,5,5.0990195135927845
109,392,721,1,6,6.082762530298219
110,393,727,1,6,6.082762530298219
111,396,733,3,6,6.708203932499369
112,398,739,2,6,6.324555320336759
113,401,743,3,4,5.0
114,403,748,2,5,5.385164807134504
115,406,753,3,5,5.830951894845301
116,408,758,2,5,5.385164807134504
117,410,763,2,5,5.385164807134504
118,413,767,3,4,5.0
119,414,772,1,5,5.0990195135927845
120,415,777,1,5,5.0990195135927845
121,415,781,0,4,4.0
122,415,785,0,4,4.0
123,417,793,2,8,8.246211251235321
124,417,798,0,5,5.0
125,417,803,0,5,5.0
