category,code,shape_enc,shape_name,a,b,c,density,velocity_ms,velocity_cms,date,view,repeat,volume,surface_area,aspect_ratio,vol_surf_ratio
WSP,WSP-6,3,Wedge Shape Prism,3.62,3.4599999999999995,2.85,1182.1845902798934,0.0455,4.55,10.11.23,ANG,SECOND,17.848409999999998,65.40639999999999,1.045940479630165,0.2728805914927057
WSP,WSP-6,3,Wedge Shape Prism,3.62,3.4599999999999995,2.85,1182.1845902798934,0.0479,4.79,10.11.23,ANG,THIRD,17.848409999999998,65.40639999999999,1.045940479630165,0.2728805914927057
WSP,WSP-6,3,Wedge Shape Prism,3.62,3.4599999999999995,2.85,1182.1845902798934,0.0412999999999999,4.13,10.11.23,MAK,FIRST,17.848409999999998,65.40639999999999,1.045940479630165,0.2728805914927057
WSP,WSP-6,3,Wedge Shape Prism,3.62,3.4599999999999995,2.85,1182.1845902798934,0.0412,4.12,10.11.23,MAK,THIRD,17.848409999999998,65.40639999999999,1.045940479630165,0.2728805914927057
RESIN (a=6 r=3),C-4,0,Cylinder,6.1,6.3,0.0,1203.0498677981195,0.0953999999999999,9.54,11.01.2025,ANG,FIRST,184.11539365811998,179.18073699749382,0.9681003015394382,1.0275401069518717
RESIN (a=6 r=3),C-4,0,Cylinder,6.1,6.3,0.0,1203.0498677981195,0.0894,8.94,11.01.2025,MAK,FIRST,184.11539365811998,179.18073699749382,0.9681003015394382,1.0275401069518717
RESIN (a=6 r=3),C-5,0,Cylinder,6.1,6.3,0.0,1191.6439774036455,0.0963,9.63,11.01.2025,ANG,FIRST,184.11539365811998,179.18073699749382,0.9681003015394382,1.0275401069518717
RESIN (a=6 r=3),C-5,0,Cylinder,6.1,6.3,0.0,1191.6439774036455,0.0881,8.81,11.01.2025,ANG,SECOND,184.11539365811998,179.18073699749382,0.9681003015394382,1.0275401069518717
RESIN (a=6 r=3),C-5,0,Cylinder,6.1,6.3,0.0,1191.6439774036455,0.0935,9.35,11.01.2025,ANG,THIRD,184.11539365811998,179.18073699749382,0.9681003015394382,1.0275401069518717
RESIN (a=6 r=3),C-5,0,Cylinder,6.1,6.3,0.0,1191.6439774036455,0.0533999999999999,5.34,11.01.2025,MAK,FIRST,184.11539365811998,179.18073699749382,0.9681003015394382,1.0275401069518717
RESIN (a=6 r=3),C-5,0,Cylinder,6.1,6.3,0.0,1191.6439774036455,0.0542999999999999,5.43,11.01.2025,MAK,SECOND,184.11539365811998,179.18073699749382,0.9681003015394382,1.0275401069518717
RESIN (a=6 r=3),C-5,0,Cylinder,6.1,6.3,0.0,1191.6439774036455,0.0528,5.28,11.01.2025,MAK,THIRD,184.11539365811998,179.18073699749382,0.9681003015394382,1.0275401069518717
RESIN (a=6 r=3),CUBE-4,2,Cube,6.24,6.24,6.24,1149.4904761200237,0.0975999999999999,9.76,11.01.2025,ANG,FIRST,242.970624,233.6256,0.9998397692677456,1.0399955484521026
RESIN (a=6 r=3),CUBE-4,2,Cube,6.24,6.24,6.24,1149.4904761200237,0.092,9.2,11.01.2025,ANG,SECOND,242.970624,233.6256,0.9998397692677456,1.0399955484521026
RESIN (a=6 r=3),CUBE-4,2,Cube,6.24,6.24,6.24,1149.4904761200237,0.0831,8.31,11.01.2025,MAK,SECOND,242.970624,233.6256,0.9998397692677456,1.0399955484521026
RESIN (a=6 r=3),CUBE-4,2,Cube,6.24,6.24,6.24,1149.4904761200237,0.0653,6.529999999999999,11.01.2025,MAK,THIRD,242.970624,233.6256,0.9998397692677456,1.0399955484521026
RESIN (a=6 r=3),CUBE-5,2,Cube,6.24,6.24,6.24,1130.5857346464732,0.0892999999999999,8.93,11.01.2025,ANG,FIRST,242.970624,233.6256,0.9998397692677456,1.0399955484521026
RESIN (a=6 r=3),CUBE-5,2,Cube,6.24,6.24,6.24,1130.5857346464732,0.0906,9.06,11.01.2025,ANG,SECOND,242.970624,233.6256,0.9998397692677456,1.0399955484521026
RESIN (a=6 r=3),CUBE-5,2,Cube,6.24,6.24,6.24,1130.5857346464732,0.0859,8.59,11.01.2025,ANG,THIRD,242.970624,233.6256,0.9998397692677456,1.0399955484521026
RESIN (a=6 r=3),CUBE-5,2,Cube,6.24,6.24,6.24,1130.5857346464732,0.0548,5.48,11.01.2025,MAK,THIRD,242.970624,233.6256,0.9998397692677456,1.0399955484521026
RESIN (a=6 r=3),CUBE-6,2,Cube,6.24,6.24,6.24,1151.1343666829412,0.0999,9.99,11.01.2025,ANG,FIRST,242.970624,233.6256,0.9998397692677456,1.0399955484521026
RESIN (a=6 r=3),CUBE-6,2,Cube,6.24,6.24,6.24,1151.1343666829412,0.0909,9.09,11.01.2025,ANG,SECOND,242.970624,233.6256,0.9998397692677456,1.0399955484521026
RESIN (a=6 r=3),CUBE-6,2,Cube,6.24,6.24,6.24,1151.1343666829412,0.1011,10.11,11.01.2025,ANG,THIRD,242.970624,233.6256,0.9998397692677456,1.0399955484521026
RESIN (a=6 r=3),CUBE-6,2,Cube,6.24,6.24,6.24,1151.1343666829412,0.0463,4.63,11.01.2025,MAK,SECOND,242.970624,233.6256,0.9998397692677456,1.0399955484521026
RESIN (a=6 r=3),D-2,6,Elliptic Cylinder,6.0,6.0,0.0,1112.3385923466628,0.0345,3.45,11.01.2025,ANG,FIRST,141.3716694115407,108.0,0.9998333611064822,1.3089848187659436
RESIN (a=6 r=3),D-2,6,Elliptic Cylinder,6.0,6.0,0.0,1112.3385923466628,0.0279999999999999,2.8,11.01.2025,MAK,FIRST,141.3716694115407,108.0,0.9998333611064822,1.3089848187659436
RESIN (a=6 r=3),D-4,6,Elliptic Cylinder,6.0,6.0,0.0,1015.0031600490588,0.0324,3.2400000000000007,11.01.2025,ANG,FIRST,141.3716694115407,108.0,0.9998333611064822,1.3089848187659436
RESIN (a=6 r=3),D-4,6,Elliptic Cylinder,6.0,6.0,0.0,1015.0031600490588,0.0338,3.38,11.01.2025,ANG,SECOND,141.3716694115407,108.0,0.9998333611064822,1.3089848187659436
RESIN (a=6 r=3),D-4,6,Elliptic Cylinder,6.0,6.0,0.0,1015.0031600490588,0.026,2.6,11.01.2025,MAK,FIRST,141.3716694115407,108.0,0.9998333611064822,1.3089848187659436
RESIN (a=6 r=3),D-4,6,Elliptic Cylinder,6.0,6.0,0.0,1015.0031600490588,0.027,2.7,11.01.2025,MAK,SECOND,141.3716694115407,108.0,0.9998333611064822,1.3089848187659436
RESIN (a=6 r=3),D-5,6,Elliptic Cylinder,6.0,6.0,0.0,1061.4216849505126,0.0336,3.36,11.01.2025,ANG,FIRST,141.3716694115407,108.0,0.9998333611064822,1.3089848187659436
RESIN (a=6 r=3),D-5,6,Elliptic Cylinder,6.0,6.0,0.0,1061.4216849505126,0.031,3.1,11.01.2025,ANG,SECOND,141.3716694115407,108.0,0.9998333611064822,1.3089848187659436
RESIN (a=6 r=3),D-5,6,Elliptic Cylinder,6.0,6.0,0.0,1061.4216849505126,0.0209,2.09,11.01.2025,MAK,FIRST,141.3716694115407,108.0,0.9998333611064822,1.3089848187659436
RESIN (a=6 r=3),D-5,6,Elliptic Cylinder,6.0,6.0,0.0,1061.4216849505126,0.0235,2.35,11.01.2025,MAK,SECOND,141.3716694115407,108.0,0.9998333611064822,1.3089848187659436
RESIN (a=6 r=3),D-5,6,Elliptic Cylinder,6.0,6.0,0.0,1061.4216849505126,0.0179,1.79,11.01.2025,MAK,THIRD,141.3716694115407,108.0,0.9998333611064822,1.3089848187659436
RESIN (a=6 r=3),D-6,6,Elliptic Cylinder,6.0,6.0,0.0,1077.0884256877896,0.033,3.3000000000000003,11.01.2025,ANG,FIRST,141.3716694115407,108.0,0.9998333611064822,1.3089848187659436
RESIN (a=6 r=3),D-6,6,Elliptic Cylinder,6.0,6.0,0.0,1077.0884256877896,0.0308,3.08,11.01.2025,ANG,SECOND,141.3716694115407,108.0,0.9998333611064822,1.3089848187659436
RESIN (a=6 r=3),D-6,6,Elliptic Cylinder,6.0,6.0,0.0,1077.0884256877896,0.0364,3.64,11.01.2025,ANG,THIRD,141.3716694115407,108.0,0.9998333611064822,1.3089848187659436
RESIN (a=6 r=3),D-6,6,Elliptic Cylinder,6.0,6.0,0.0,1077.0884256877896,0.0167,1.67,11.01.2025,MAK,FIRST,141.3716694115407,108.0,0.9998333611064822,1.3089848187659436
RESIN (a=6 r=3),D-6,6,Elliptic Cylinder,6.0,6.0,0.0,1077.0884256877896,0.0207,2.07,11.01.2025,MAK,SECOND,141.3716694115407,108.0,0.9998333611064822,1.3089848187659436
RESIN (a=6 r=3),D-6,6,Elliptic Cylinder,6.0,6.0,0.0,1077.0884256877896,0.0222,2.22,11.01.2025,MAK,THIRD,141.3716694115407,108.0,0.9998333611064822,1.3089848187659436
RESIN (a=6 r=3),D-7,6,Elliptic Cylinder,6.0,6.0,0.0,1124.0886478996204,0.0382,3.82,11.01.2025,ANG,FIRST,141.3716694115407,108.0,0.9998333611064822,1.3089848187659436
RESIN (a=6 r=3),D-7,6,Elliptic Cylinder,6.0,6.0,0.0,1124.0886478996204,0.0349,3.49,11.01.2025,ANG,SECOND,141.3716694115407,108.0,0.9998333611064822,1.3089848187659436
RESIN (a=6 r=3),D-7,6,Elliptic Cylinder,6.0,6.0,0.0,1124.0886478996204,0.0333,3.3300000000000005,11.01.2025,ANG,THIRD,141.3716694115407,108.0,0.9998333611064822,1.3089848187659436
RESIN (a=6 r=3),D-7,6,Elliptic Cylinder,6.0,6.0,0.0,1124.0886478996204,0.0306,3.06,11.01.2025,MAK,SECOND,141.3716694115407,108.0,0.9998333611064822,1.3089848187659436
RESIN (a=6 r=3),D-7,6,Elliptic Cylinder,6.0,6.0,0.0,1124.0886478996204,0.0289999999999999,2.9,11.01.2025,MAK,THIRD,141.3716694115407,108.0,0.9998333611064822,1.3089848187659436
RESIN (a=6 r=3),D-8,6,Elliptic Cylinder,6.0,6.0,0.0,1032.2794993862915,0.0279,2.79,11.01.2025,ANG,SECOND,141.3716694115407,108.0,0.9998333611064822,1.3089848187659436
RESIN (a=6 r=3),D-8,6,Elliptic Cylinder,6.0,6.0,0.0,1032.2794993862915,0.0336,3.36,11.01.2025,ANG,THIRD,141.3716694115407,108.0,0.9998333611064822,1.3089848187659436
RESIN (a=6 r=3),SP-4,5,Sphere,6.3,0.0,0.0,1091.4703892227546,0.12,12.0,11.01.2025,ANG,FIRST,130.92430304202782,124.68981242097888,6300.0,1.049991579171074
RESIN (a=6 r=3),SP-4,5,Sphere,6.3,0.0,0.0,1091.4703892227546,0.1196,11.96,11.01.2025,ANG,SECOND,130.92430304202782,124.68981242097888,6300.0,1.049991579171074
RESIN (a=6 r=3),SP-4,5,Sphere,6.3,0.0,0.0,1091.4703892227546,0.1084,10.84,11.01.2025,MAK,FIRST,130.92430304202782,124.68981242097888,6300.0,1.049991579171074
RESIN (a=6 r=3),SP-4,5,Sphere,6.3,0.0,0.0,1091.4703892227546,0.1159999999999999,11.6,11.01.2025,MAK,SECOND,130.92430304202782,124.68981242097888,6300.0,1.049991579171074
RESIN (a=6 r=3),SP-4,5,Sphere,6.3,0.0,0.0,1091.4703892227546,0.1177,11.77,11.01.2025,MAK,THIRD,130.92430304202782,124.68981242097888,6300.0,1.049991579171074
RESIN (a=6 r=3),SP-8,5,Sphere,6.3,0.0,0.0,1088.41518869309,0.1263,12.63,11.01.2025,ANG,FIRST,130.92430304202782,124.68981242097888,6300.0,1.049991579171074
RESIN (a=6 r=3),SP-8,5,Sphere,6.3,0.0,0.0,1088.41518869309,0.1159999999999999,11.6,11.01.2025,ANG,SECOND,130.92430304202782,124.68981242097888,6300.0,1.049991579171074
RESIN (a=6 r=3),SP-8,5,Sphere,6.3,0.0,0.0,1088.41518869309,0.1297,12.97,11.01.2025,ANG,THIRD,130.92430304202782,124.68981242097888,6300.0,1.049991579171074
RESIN (a=9 r=4.5),C-5,0,Cylinder,9.15,9.4,0.0,1181.1972449653422,0.0774,7.739999999999999,11.01.2025,ANG,FIRST,618.101678709403,401.71937960534393,0.9733007126901394,1.5386404293381035
RESIN (a=9 r=4.5),C-5,0,Cylinder,9.15,9.4,0.0,1181.1972449653422,0.1147,11.47,11.01.2025,ANG,SECOND,618.101678709403,401.71937960534393,0.9733007126901394,1.5386404293381035
RESIN (a=9 r=4.5),C-5,0,Cylinder,9.15,9.4,0.0,1181.1972449653422,0.0681,6.81,11.01.2025,MAK,FIRST,618.101678709403,401.71937960534393,0.9733007126901394,1.5386404293381035
RESIN (a=9 r=4.5),C-5,0,Cylinder,9.15,9.4,0.0,1181.1972449653422,0.1005,10.05,11.01.2025,MAK,SECOND,618.101678709403,401.71937960534393,0.9733007126901394,1.5386404293381035
RESIN (a=9 r=4.5),C-5,0,Cylinder,9.15,9.4,0.0,1181.1972449653422,0.0975,9.75,11.01.2025,MAK,THIRD,618.101678709403,401.71937960534393,0.9733007126901394,1.5386404293381035
RESIN (a=9 r=4.5),C-6,0,Cylinder,9.15,9.4,0.0,1181.0354592859878,0.1114,11.14,11.01.2025,ANG,FIRST,618.101678709403,401.71937960534393,0.9733007126901394,1.5386404293381035
RESIN (a=9 r=4.5),C-6,0,Cylinder,9.15,9.4,0.0,1181.0354592859878,0.072,7.200000000000001,11.01.2025,ANG,SECOND,618.101678709403,401.71937960534393,0.9733007126901394,1.5386404293381035
RESIN (a=9 r=4.5),C-6,0,Cylinder,9.15,9.4,0.0,1181.0354592859878,0.1018999999999999,10.19,11.01.2025,ANG,THIRD,618.101678709403,401.71937960534393,0.9733007126901394,1.5386404293381035
RESIN (a=9 r=4.5),C-6,0,Cylinder,9.15,9.4,0.0,1181.0354592859878,0.0562,5.62,11.01.2025,MAK,THIRD,618.101678709403,401.71937960534393,0.9733007126901394,1.5386404293381035
RESIN (a=9 r=4.5),CUBE-5,2,Cube,9.25,9.25,9.25,1161.3834713319757,0.0975999999999999,9.76,11.01.2025,ANG,FIRST,791.453125,513.375,0.9998919035779916,1.5416636636695134
RESIN (a=9 r=4.5),D-5,6,Elliptic Cylinder,9.07,9.07,0.0,1091.4869771234958,0.0409999999999999,4.1,11.01.2025,ANG,FIRST,323.0535068603737,246.79470000000003,0.9998897585712712,1.3089916350259492
RESIN (a=9 r=4.5),D-5,6,Elliptic Cylinder,9.07,9.07,0.0,1091.4869771234958,0.0333,3.3300000000000005,11.01.2025,ANG,SECOND,323.0535068603737,246.79470000000003,0.9998897585712712,1.3089916350259492
RESIN (a=9 r=4.5),D-5,6,Elliptic Cylinder,9.07,9.07,0.0,1091.4869771234958,0.0346,3.46,11.01.2025,MAK,FIRST,323.0535068603737,246.79470000000003,0.9998897585712712,1.3089916350259492
RESIN (a=9 r=4.5),D-5,6,Elliptic Cylinder,9.07,9.07,0.0,1091.4869771234958,0.0353,3.53,11.01.2025,MAK,THIRD,323.0535068603737,246.79470000000003,0.9998897585712712,1.3089916350259492
RESIN (a=9 r=4.5),D-6,6,Elliptic Cylinder,9.07,9.07,0.0,1174.9298779640098,0.0361,3.61,11.01.2025,ANG,FIRST,323.0535068603737,246.79470000000003,0.9998897585712712,1.3089916350259492
RESIN (a=9 r=4.5),D-6,6,Elliptic Cylinder,9.07,9.07,0.0,1174.9298779640098,0.0407,4.07,11.01.2025,ANG,THIRD,323.0535068603737,246.79470000000003,0.9998897585712712,1.3089916350259492
RESIN (a=9 r=4.5),D-6,6,Elliptic Cylinder,9.07,9.07,0.0,1174.9298779640098,0.0233,2.33,11.01.2025,MAK,FIRST,323.0535068603737,246.79470000000003,0.9998897585712712,1.3089916350259492
RESIN (a=9 r=4.5),D-6,6,Elliptic Cylinder,9.07,9.07,0.0,1174.9298779640098,0.0271,2.71,11.01.2025,MAK,SECOND,323.0535068603737,246.79470000000003,0.9998897585712712,1.3089916350259492
RESIN (a=9 r=4.5),D-6,6,Elliptic Cylinder,9.07,9.07,0.0,1174.9298779640098,0.0321,3.2099999999999995,11.01.2025,MAK,THIRD,323.0535068603737,246.79470000000003,0.9998897585712712,1.3089916350259492
RESIN (a=9 r=4.5),D-7,6,Elliptic Cylinder,9.07,9.07,0.0,1146.666959937384,0.0411,4.11,11.01.2025,ANG,FIRST,323.0535068603737,246.79470000000003,0.9998897585712712,1.3089916350259492
RESIN (a=9 r=4.5),D-7,6,Elliptic Cylinder,9.07,9.07,0.0,1146.666959937384,0.0401999999999999,4.02,11.01.2025,ANG,SECOND,323.0535068603737,246.79470000000003,0.9998897585712712,1.3089916350259492
RESIN (a=9 r=4.5),D-7,6,Elliptic Cylinder,9.07,9.07,0.0,1146.666959937384,0.0415,4.15,11.01.2025,ANG,THIRD,323.0535068603737,246.79470000000003,0.9998897585712712,1.3089916350259492
RESIN (a=9 r=4.5),D-7,6,Elliptic Cylinder,9.07,9.07,0.0,1146.666959937384,0.0256,2.56,11.01.2025,MAK,FIRST,323.0535068603737,246.79470000000003,0.9998897585712712,1.3089916350259492
RESIN (a=9 r=4.5),D-7,6,Elliptic Cylinder,9.07,9.07,0.0,1146.666959937384,0.0249,2.49,11.01.2025,MAK,SECOND,323.0535068603737,246.79470000000003,0.9998897585712712,1.3089916350259492
RESIN (a=9 r=4.5),D-8,6,Elliptic Cylinder,9.07,9.07,0.0,1152.0503728948363,0.0408,4.08,11.01.2025,ANG,FIRST,323.0535068603737,246.79470000000003,0.9998897585712712,1.3089916350259492
RESIN (a=9 r=4.5),D-8,6,Elliptic Cylinder,9.07,9.07,0.0,1152.0503728948363,0.042,4.2,11.01.2025,ANG,SECOND,323.0535068603737,246.79470000000003,0.9998897585712712,1.3089916350259492
RESIN (a=9 r=4.5),D-8,6,Elliptic Cylinder,9.07,9.07,0.0,1152.0503728948363,0.0412,4.12,11.01.2025,ANG,THIRD,323.0535068603737,246.79470000000003,0.9998897585712712,1.3089916350259492
RESIN (a=9 r=4.5),D-8,6,Elliptic Cylinder,9.07,9.07,0.0,1152.0503728948363,0.026,2.6,11.01.2025,MAK,FIRST,323.0535068603737,246.79470000000003,0.9998897585712712,1.3089916350259492
RESIN (a=9 r=4.5),D-8,6,Elliptic Cylinder,9.07,9.07,0.0,1152.0503728948363,0.0297,2.97,11.01.2025,MAK,THIRD,323.0535068603737,246.79470000000003,0.9998897585712712,1.3089916350259492
RESIN (a=9 r=4.5),SP-5,5,Sphere,9.1,0.0,0.0,1216.2642754002038,0.1449,14.49,11.01.2025,ANG,FIRST,394.5688529263856,260.15528764377075,9100.0,1.5166608368376804
RESIN (a=9 r=4.5),SP-5,5,Sphere,9.1,0.0,0.0,1216.2642754002038,0.1355,13.55,11.01.2025,MAK,FIRST,394.5688529263856,260.15528764377075,9100.0,1.5166608368376804
RESIN (a=9 r=4.5),SP-5,5,Sphere,9.1,0.0,0.0,1216.2642754002038,0.1496,14.96,11.01.2025,MAK,THIRD,394.5688529263856,260.15528764377075,9100.0,1.5166608368376804
RESIN (a=9 r=4.5),SP-7,5,Sphere,9.1,0.0,0.0,1195.735538932728,0.1353,13.53,11.01.2025,ANG,SECOND,394.5688529263856,260.15528764377075,9100.0,1.5166608368376804
RESIN (a=9 r=4.5),C-1,0,Cylinder,9.15,9.4,0.0,1156.767607382851,0.0687,6.87,14.12.2024,ANG,THIRD,618.101678709403,401.71937960534393,0.9733007126901394,1.5386404293381035
RESIN (a=9 r=4.5),C-1,0,Cylinder,9.15,9.4,0.0,1156.767607382851,0.0993,9.93,14.12.2024,MAK,FIRST,618.101678709403,401.71937960534393,0.9733007126901394,1.5386404293381035
RESIN (a=9 r=4.5),C-1,0,Cylinder,9.15,9.4,0.0,1156.767607382851,0.0902999999999999,9.03,14.12.2024,MAK,THIRD,618.101678709403,401.71937960534393,0.9733007126901394,1.5386404293381035
RESIN (a=9 r=4.5),D-1,6,Elliptic Cylinder,9.07,9.07,0.0,1148.0128131767472,0.0421,4.21,14.12.2024,ANG,FIRST,323.0535068603737,246.79470000000003,0.9998897585712712,1.3089916350259492
RESIN (a=9 r=4.5),D-1,6,Elliptic Cylinder,9.07,9.07,0.0,1148.0128131767472,0.0414,4.14,14.12.2024,ANG,SECOND,323.0535068603737,246.79470000000003,0.9998897585712712,1.3089916350259492
RESIN (a=9 r=4.5),D-1,6,Elliptic Cylinder,9.07,9.07,0.0,1148.0128131767472,0.0426,4.26,14.12.2024,ANG,THIRD,323.0535068603737,246.79470000000003,0.9998897585712712,1.3089916350259492
RESIN (a=9 r=4.5),D-1,6,Elliptic Cylinder,9.07,9.07,0.0,1148.0128131767472,0.0373,3.73,14.12.2024,MAK,FIRST,323.0535068603737,246.79470000000003,0.9998897585712712,1.3089916350259492
RESIN (a=9 r=4.5),D-1,6,Elliptic Cylinder,9.07,9.07,0.0,1148.0128131767472,0.0368,3.68,14.12.2024,MAK,SECOND,323.0535068603737,246.79470000000003,0.9998897585712712,1.3089916350259492
RESIN (a=9 r=4.5),D-1,6,Elliptic Cylinder,9.07,9.07,0.0,1148.0128131767472,0.0371,3.71,14.12.2024,MAK,THIRD,323.0535068603737,246.79470000000003,0.9998897585712712,1.3089916350259492
PLA C,C-1,0,Cylinder,4.96,3.053333333333333,0.0,1375.9288609415146,0.0746,7.46,16.11.2024,ANG,FIRST,58.996663780936714,86.22205757532308,1.623922296191204,0.6842409638554215
PLA C,C-1,0,Cylinder,4.96,3.053333333333333,0.0,1375.9288609415146,0.0596999999999999,5.97,16.11.2024,ANG,SECOND,58.996663780936714,86.22205757532308,1.623922296191204,0.6842409638554215
PLA C,C-1,0,Cylinder,4.96,3.053333333333333,0.0,1375.9288609415146,0.0718,7.180000000000001,16.11.2024,ANG,THIRD,58.996663780936714,86.22205757532308,1.623922296191204,0.6842409638554215
PLA C,C-1,0,Cylinder,4.96,3.053333333333333,0.0,1375.9288609415146,0.0675,6.75,16.11.2024,MAK,THIRD,58.996663780936714,86.22205757532308,1.623922296191204,0.6842409638554215
PLA C,C-16,0,Cylinder,3.146666666666667,3.116666666666667,0.0,1283.3602098052745,0.0646,6.460000000000001,16.11.2024,ANG,FIRST,24.237159266089666,46.3632055026577,1.009301828290388,0.5227671167969675
PLA C,C-16,0,Cylinder,3.146666666666667,3.116666666666667,0.0,1283.3602098052745,0.0669,6.69,16.11.2024,ANG,SECOND,24.237159266089666,46.3632055026577,1.009301828290388,0.5227671167969675
PLA C,C-16,0,Cylinder,3.146666666666667,3.116666666666667,0.0,1283.3602098052745,0.0643,6.43,16.11.2024,ANG,THIRD,24.237159266089666,46.3632055026577,1.009301828290388,0.5227671167969675
PLA C,C-16,0,Cylinder,3.146666666666667,3.116666666666667,0.0,1283.3602098052745,0.0579,5.79,16.11.2024,MAK,FIRST,24.237159266089666,46.3632055026577,1.009301828290388,0.5227671167969675
PLA C,C-16,0,Cylinder,3.146666666666667,3.116666666666667,0.0,1283.3602098052745,0.0599,5.99,16.11.2024,MAK,SECOND,24.237159266089666,46.3632055026577,1.009301828290388,0.5227671167969675
PLA C,C-16,0,Cylinder,3.146666666666667,3.116666666666667,0.0,1283.3602098052745,0.0584,5.84,16.11.2024,MAK,THIRD,24.237159266089666,46.3632055026577,1.009301828290388,0.5227671167969675
PLA C,C-19,0,Cylinder,3.063333333333333,1.09,0.0,1305.502394114361,0.0384,3.84,16.11.2024,ANG,FIRST,8.033501750245025,25.230252774027264,2.8078215704246867,0.31840750158931974
PLA C,C-19,0,Cylinder,3.063333333333333,1.09,0.0,1305.502394114361,0.0342,3.42,16.11.2024,ANG,SECOND,8.033501750245025,25.230252774027264,2.8078215704246867,0.31840750158931974
PLA C,C-19,0,Cylinder,3.063333333333333,1.09,0.0,1305.502394114361,0.0388,3.88,16.11.2024,ANG,THIRD,8.033501750245025,25.230252774027264,2.8078215704246867,0.31840750158931974
PLA C,C-19,0,Cylinder,3.063333333333333,1.09,0.0,1305.502394114361,0.0097,0.97,16.11.2024,MAK,FIRST,8.033501750245025,25.230252774027264,2.8078215704246867,0.31840750158931974
PLA C,C-19,0,Cylinder,3.063333333333333,1.09,0.0,1305.502394114361,0.0346,3.46,16.11.2024,MAK,SECOND,8.033501750245025,25.230252774027264,2.8078215704246867,0.31840750158931974
PLA C,C-21,0,Cylinder,4.946666666666666,3.863333333333333,0.0,1355.82365658398,0.0588,5.88,16.11.2024,MAK,FIRST,74.24673410186078,98.47440855066341,1.2800828085913916,0.7539698404348587
PLA C,C-21,0,Cylinder,4.946666666666666,3.863333333333333,0.0,1355.82365658398,0.0621,6.21,16.11.2024,MAK,SECOND,74.24673410186078,98.47440855066341,1.2800828085913916,0.7539698404348587
PLA C,C-25,0,Cylinder,3.203333333333333,1.096666666666667,0.0,1156.75446320266,0.0351,3.51,16.11.2024,ANG,FIRST,8.838301051785287,27.154862246786454,2.9183115699969626,0.32547766110767967
PLA C,C-25,0,Cylinder,3.203333333333333,1.096666666666667,0.0,1156.75446320266,0.0384,3.84,16.11.2024,ANG,SECOND,8.838301051785287,27.154862246786454,2.9183115699969626,0.32547766110767967
PLA C,C-25,0,Cylinder,3.203333333333333,1.096666666666667,0.0,1156.75446320266,0.0295,2.95,16.11.2024,ANG,THIRD,8.838301051785287,27.154862246786454,2.9183115699969626,0.32547766110767967
PLA C,C-25,0,Cylinder,3.203333333333333,1.096666666666667,0.0,1156.75446320266,0.0312,3.12,16.11.2024,MAK,SECOND,8.838301051785287,27.154862246786454,2.9183115699969626,0.32547766110767967
PLA C,C-25,0,Cylinder,3.203333333333333,1.096666666666667,0.0,1156.75446320266,0.0314,3.140000000000001,16.11.2024,MAK,THIRD,8.838301051785287,27.154862246786454,2.9183115699969626,0.32547766110767967
PLA C,C-27,0,Cylinder,4.903333333333333,3.1466666666666665,0.0,1383.455477102581,0.0739,7.39,16.11.2024,ANG,FIRST,59.41874257171069,86.23827168407408,1.5577676585830775,0.6890066488042078
PLA C,C-27,0,Cylinder,4.903333333333333,3.1466666666666665,0.0,1383.455477102581,0.0745,7.449999999999999,16.11.2024,ANG,SECOND,59.41874257171069,86.23827168407408,1.5577676585830775,0.6890066488042078
PLA C,C-27,0,Cylinder,4.903333333333333,3.1466666666666665,0.0,1383.455477102581,0.0607,6.07,16.11.2024,ANG,THIRD,59.41874257171069,86.23827168407408,1.5577676585830775,0.6890066488042078
PLA C,C-27,0,Cylinder,4.903333333333333,3.1466666666666665,0.0,1383.455477102581,0.0684,6.84,16.11.2024,MAK,FIRST,59.41874257171069,86.23827168407408,1.5577676585830775,0.6890066488042078
PLA C,C-27,0,Cylinder,4.903333333333333,3.1466666666666665,0.0,1383.455477102581,0.0562,5.62,16.11.2024,MAK,THIRD,59.41874257171069,86.23827168407408,1.5577676585830775,0.6890066488042078
PLA C,C-3,0,Cylinder,3.043333333333333,3.2000000000000006,0.0,1400.6483648090384,0.0718,7.180000000000001,16.11.2024,ANG,FIRST,23.277637748090584,45.14344724831641,0.9507445589919814,0.5156371337804448
PLA C,C-3,0,Cylinder,3.043333333333333,3.2000000000000006,0.0,1400.6483648090384,0.0682,6.819999999999999,16.11.2024,ANG,SECOND,23.277637748090584,45.14344724831641,0.9507445589919814,0.5156371337804448
PLA C,C-3,0,Cylinder,3.043333333333333,3.2000000000000006,0.0,1400.6483648090384,0.0728,7.28,16.11.2024,ANG,THIRD,23.277637748090584,45.14344724831641,0.9507445589919814,0.5156371337804448
PLA C,C-3,0,Cylinder,3.043333333333333,3.2000000000000006,0.0,1400.6483648090384,0.0617,6.17,16.11.2024,MAK,FIRST,23.277637748090584,45.14344724831641,0.9507445589919814,0.5156371337804448
PLA C,C-3,0,Cylinder,3.043333333333333,3.2000000000000006,0.0,1400.6483648090384,0.0594,5.94,16.11.2024,MAK,SECOND,23.277637748090584,45.14344724831641,0.9507445589919814,0.5156371337804448
PLA C,C-3,0,Cylinder,3.043333333333333,3.2000000000000006,0.0,1400.6483648090384,0.0655999999999999,6.559999999999999,16.11.2024,MAK,THIRD,23.277637748090584,45.14344724831641,0.9507445589919814,0.5156371337804448
