category,code,shape_enc,shape_name,a,b,c,density,velocity_ms,velocity_cms,date,view,repeat,volume,surface_area,aspect_ratio,vol_surf_ratio
RESIN (a=9 r=4.5),D-3,6,Elliptic Cylinder,9.07,9.07,0.0,1173.5840247246467,0.0324,3.2400000000000007,09.01.2025,MAK,THIRD,323.0535068603737,246.79470000000003,0.9998897585712712,1.3089916350259492
RESIN (a=9 r=4.5),D-4,6,Elliptic Cylinder,9.07,9.07,0.0,1104.9455095171272,0.0441999999999999,4.42,09.01.2025,ANG,SECOND,323.0535068603737,246.79470000000003,0.9998897585712712,1.3089916350259492
RESIN (a=9 r=4.5),D-4,6,Elliptic Cylinder,9.07,9.07,0.0,1104.9455095171272,0.0348,3.4799999999999995,09.01.2025,ANG,THIRD,323.0535068603737,246.79470000000003,0.9998897585712712,1.3089916350259492
RESIN (a=9 r=4.5),D-4,6,Elliptic Cylinder,9.07,9.07,0.0,1104.9455095171272,0.0353,3.53,09.01.2025,MAK,FIRST,323.0535068603737,246.79470000000003,0.9998897585712712,1.3089916350259492
RESIN (a=9 r=4.5),D-4,6,Elliptic Cylinder,9.07,9.07,0.0,1104.9455095171272,0.0382,3.82,09.01.2025,MAK,SECOND,323.0535068603737,246.79470000000003,0.9998897585712712,1.3089916350259492
RESIN (a=9 r=4.5),D-4,6,Elliptic Cylinder,9.07,9.07,0.0,1104.9455095171272,0.0322,3.22,09.01.2025,MAK,THIRD,323.0535068603737,246.79470000000003,0.9998897585712712,1.3089916350259492
RESIN (a=9 r=4.5),SP-3,5,Sphere,9.1,0.0,0.0,1205.1128629981183,0.1566,15.659999999999998,09.01.2025,MAK,FIRST,394.5688529263856,260.15528764377075,9100.0,1.5166608368376804
RESIN (a=9 r=4.5),SP-4,5,Sphere,9.1,0.0,0.0,1230.4569820937677,0.1446,14.46,09.01.2025,ANG,FIRST,394.5688529263856,260.15528764377075,9100.0,1.5166608368376804
RESIN (a=9 r=4.5),SP-4,5,Sphere,9.1,0.0,0.0,1230.4569820937677,0.1322,13.22,09.01.2025,ANG,SECOND,394.5688529263856,260.15528764377075,9100.0,1.5166608368376804
RESIN (a=9 r=4.5),SP-4,5,Sphere,9.1,0.0,0.0,1230.4569820937677,0.1217,12.17,09.01.2025,ANG,THIRD,394.5688529263856,260.15528764377075,9100.0,1.5166608368376804
RESIN (a=9 r=4.5),SP-4,5,Sphere,9.1,0.0,0.0,1230.4569820937677,0.129,12.9,09.01.2025,MAK,FIRST,394.5688529263856,260.15528764377075,9100.0,1.5166608368376804
RESIN (a=9 r=4.5),SP-4,5,Sphere,9.1,0.0,0.0,1230.4569820937677,0.1289,12.89,09.01.2025,MAK,SECOND,394.5688529263856,260.15528764377075,9100.0,1.5166608368376804
RESIN (a=9 r=4.5),SP-4,5,Sphere,9.1,0.0,0.0,1230.4569820937677,0.1232,12.32,09.01.2025,MAK,THIRD,394.5688529263856,260.15528764377075,9100.0,1.5166608368376804
BSP,BSP-46,4,Box Shape Prism,4.78,3.8166666666666655,1.0266666666666666,1217.2877642172923,0.0438999999999999,4.39,10.02.2024,MAK,SECOND,18.73016444444444,54.13915555555555,1.2520736924823197,0.3459569750446064
BSP,BSP-46,4,Box Shape Prism,4.78,3.8166666666666655,1.0266666666666666,1217.2877642172923,0.0389,3.890000000000001,10.02.2024,MAK,THIRD,18.73016444444444,54.13915555555555,1.2520736924823197,0.3459569750446064
BSP,BSP-47,4,Box Shape Prism,4.76,4.7,2.353333333333333,1179.5146604238705,0.0511,5.11,10.02.2024,MAK,SECOND,52.64877333333333,89.26906666666665,1.012550521165709,0.5897696204252116
BSP,BSP-47,4,Box Shape Prism,4.76,4.7,2.353333333333333,1179.5146604238705,0.0516999999999999,5.17,10.02.2024,MAK,THIRD,52.64877333333333,89.26906666666665,1.012550521165709,0.5897696204252116
BSP,BSP-49,4,Box Shape Prism,2.853333333333333,2.303333333333333,1.78,1094.159573751902,0.0404,4.04,10.02.2024,MAK,SECOND,11.69847644444444,31.50208888888888,1.2382467814262983,0.3713437906265276
BSP,BSP-49,4,Box Shape Prism,2.853333333333333,2.303333333333333,1.78,1094.159573751902,0.0356,3.56,10.02.2024,MAK,THIRD,11.69847644444444,31.50208888888888,1.2382467814262983,0.3713437906265276
BSP,BSP-50,4,Box Shape Prism,2.833333333333333,2.856666666666667,2.78,1115.505426669715,0.0547,5.47,10.02.2024,MAK,SECOND,22.50101111111111,47.82417777777778,0.99148489443602,0.4704846308290427
BSP,BSP-50,4,Box Shape Prism,2.833333333333333,2.856666666666667,2.78,1115.505426669715,0.052,5.2,10.02.2024,MAK,THIRD,22.50101111111111,47.82417777777778,0.99148489443602,0.4704846308290427
C,C-49,0,Cylinder,3.813333333333333,2.29,0.0,1430.647883703563,0.061,6.1,10.02.2024,MAK,SECOND,26.153806314090676,50.27581480660849,1.6644842135894078,0.5202065131056394
C,C-49,0,Cylinder,3.813333333333333,2.29,0.0,1430.647883703563,0.0492,4.92,10.02.2024,MAK,THIRD,26.153806314090676,50.27581480660849,1.6644842135894078,0.5202065131056394
HC,HC-41,1,Half Cylinder,3.713333333333333,1.8133333333333328,0.0,1152.6605978153025,0.0209,2.09,10.02.2024,MAK,SECOND,9.818958012516058,21.406707621805722,2.0466654418519203,0.45868604299122007
HC,HC-41,1,Half Cylinder,3.713333333333333,1.8133333333333328,0.0,1152.6605978153025,0.0405,4.05,10.02.2024,MAK,THIRD,9.818958012516058,21.406707621805722,2.0466654418519203,0.45868604299122007
HC,HC-42,1,Half Cylinder,4.736666666666667,2.3833333333333333,0.0,1135.8782099378006,0.0463,4.63,10.02.2024,MAK,SECOND,20.9985989554191,35.3540089202816,1.9865790577380125,0.5939524143575354
HC,HC-42,1,Half Cylinder,4.736666666666667,2.3833333333333333,0.0,1135.8782099378006,0.0444,4.44,10.02.2024,MAK,THIRD,20.9985989554191,35.3540089202816,1.9865790577380125,0.5939524143575354
HC,HC-44,1,Half Cylinder,3.6366666666666654,1.7933333333333332,0.0,1136.002890262925,0.047,4.7,10.02.2024,MAK,SECOND,9.31382124247889,20.631510907886177,2.026750882407579,0.45143670204583897
HC,HC-44,1,Half Cylinder,3.6366666666666654,1.7933333333333332,0.0,1136.002890262925,0.0401999999999999,4.02,10.02.2024,MAK,THIRD,9.31382124247889,20.631510907886177,2.026750882407579,0.45143670204583897
HC,HC-46,1,Half Cylinder,4.756666666666667,2.8666666666666667,0.0,1055.298996996876,0.0395999999999999,3.96,10.02.2024,MAK,THIRD,25.470796087754593,39.18935249824662,1.658723701034523,0.6499417434593794
HC,HC-47,1,Half Cylinder,3.6833333333333336,1.8266666666666669,0.0,1165.1849226897173,0.0394,3.94,10.02.2024,MAK,SECOND,9.731980634618122,21.22412000210835,2.01532008024804,0.4585339996971074
WSP,WSP-41,3,Wedge Shape Prism,4.253333333333333,1.606666666666667,2.8233333333333337,1261.0,0.0266999999999999,2.67,10.02.2024,MAK,SECOND,9.646890814814816,46.75684444444445,2.6456562305618907,0.2063159867490644
WSP,WSP-42,3,Wedge Shape Prism,2.466666666666667,2.3866666666666663,2.856666666666667,1308.146725542255,0.0312,3.12,10.02.2024,MAK,SECOND,8.408757037037036,39.50293333333333,1.0330866955186375,0.2128587289291961
WSP,WSP-42,3,Wedge Shape Prism,2.466666666666667,2.3866666666666663,2.856666666666667,1308.146725542255,0.0705,7.049999999999999,10.02.2024,MAK,THIRD,8.408757037037036,39.50293333333333,1.0330866955186375,0.2128587289291961
WSP,WSP-44,3,Wedge Shape Prism,1.663333333333333,2.436666666666667,2.3633333333333333,1294.5728028071906,0.0266,2.66,10.02.2024,MAK,SECOND,4.78928187037037,27.48531111111111,0.6823465062217966,0.1742424383908812
WSP,WSP-44,3,Wedge Shape Prism,1.663333333333333,2.436666666666667,2.3633333333333333,1294.5728028071906,0.0256999999999999,2.57,10.02.2024,MAK,THIRD,4.78928187037037,27.48531111111111,0.6823465062217966,0.1742424383908812
WSP,WSP-46,3,Wedge Shape Prism,4.263333333333333,1.6466666666666665,2.8366666666666664,1215.218187403986,0.04,4.0,10.02.2024,MAK,FIRST,9.957109740740735,47.569977777777765,2.587497471171353,0.2093105966258294
WSP,WSP-46,3,Wedge Shape Prism,4.263333333333333,1.6466666666666665,2.8366666666666664,1215.218187403986,0.0273,2.73,10.02.2024,MAK,SECOND,9.957109740740735,47.569977777777765,2.587497471171353,0.2093105966258294
WSP,WSP-47,3,Wedge Shape Prism,1.5,1.4633333333333332,2.85,1278.8429029414183,0.0214,2.14,10.02.2024,MAK,FIRST,3.127875,21.281,1.0243569314819032,0.1469727939103467
WSP,WSP-48,3,Wedge Shape Prism,1.653333333333333,4.09,2.83,1243.6746775573088,0.0314,3.140000000000001,10.02.2024,MAK,FIRST,9.568418666666664,46.03153333333333,0.4041391672777641,0.2078620917380171
WSP,WSP-49,3,Wedge Shape Prism,2.4966666666666666,2.4933333333333336,2.853333333333333,1216.072743369654,0.032,3.2,10.02.2024,MAK,FIRST,8.881031703703703,40.92631111111111,1.000935453695042,0.2169952401611022
WSP,WSP-49,3,Wedge Shape Prism,2.4966666666666666,2.4933333333333336,2.853333333333333,1216.072743369654,0.0321,3.2099999999999995,10.02.2024,MAK,SECOND,8.881031703703703,40.92631111111111,1.000935453695042,0.2169952401611022
WSP,WSP-49,3,Wedge Shape Prism,2.4966666666666666,2.4933333333333336,2.853333333333333,1216.072743369654,0.0315,3.15,10.02.2024,MAK,THIRD,8.881031703703703,40.92631111111111,1.000935453695042,0.2169952401611022
WSP,WSP-50,3,Wedge Shape Prism,4.06,1.6233333333333333,2.3466666666666662,1254.333782486841,0.031,3.1,10.02.2024,MAK,FIRST,7.733127111111109,39.85524444444444,2.499486969012928,0.1940254838081973
BSP,BSP-16,4,Box Shape Prism,3.84,2.856666666666667,2.7566666666666664,1124.356074662182,0.0559999999999999,5.6,10.11.23,ANG,FIRST,30.239530666666663,58.86015555555555,1.343753645165053,0.5137434082163977
BSP,BSP-16,4,Box Shape Prism,3.84,2.856666666666667,2.7566666666666664,1124.356074662182,0.0491,4.91,10.11.23,ANG,SECOND,30.239530666666663,58.86015555555555,1.343753645165053,0.5137434082163977
BSP,BSP-16,4,Box Shape Prism,3.84,2.856666666666667,2.7566666666666664,1124.356074662182,0.0562999999999999,5.63,10.11.23,ANG,THIRD,30.239530666666663,58.86015555555555,1.343753645165053,0.5137434082163977
BSP,BSP-16,4,Box Shape Prism,3.84,2.856666666666667,2.7566666666666664,1124.356074662182,0.0989,9.89,10.11.23,MAK,FIRST,30.239530666666663,58.86015555555555,1.343753645165053,0.5137434082163977
BSP,BSP-16,4,Box Shape Prism,3.84,2.856666666666667,2.7566666666666664,1124.356074662182,0.0496999999999999,4.97,10.11.23,MAK,THIRD,30.239530666666663,58.86015555555555,1.343753645165053,0.5137434082163977
BSP,BSP-6,4,Box Shape Prism,4.8566666666666665,3.8333333333333335,2.31,1116.1289547491092,0.0487999999999999,4.88,10.11.23,ANG,FIRST,43.00578333333333,77.38224444444444,1.266626097539772,0.5557505845365319
BSP,BSP-6,4,Box Shape Prism,4.8566666666666665,3.8333333333333335,2.31,1116.1289547491092,0.0494,4.94,10.11.23,ANG,SECOND,43.00578333333333,77.38224444444444,1.266626097539772,0.5557505845365319
BSP,BSP-6,4,Box Shape Prism,4.8566666666666665,3.8333333333333335,2.31,1116.1289547491092,0.0576,5.76,10.11.23,ANG,THIRD,43.00578333333333,77.38224444444444,1.266626097539772,0.5557505845365319
BSP,BSP-6,4,Box Shape Prism,4.8566666666666665,3.8333333333333335,2.31,1116.1289547491092,0.0857,8.57,10.11.23,MAK,FIRST,43.00578333333333,77.38224444444444,1.266626097539772,0.5557505845365319
BSP,BSP-6,4,Box Shape Prism,4.8566666666666665,3.8333333333333335,2.31,1116.1289547491092,0.0436,4.36,10.11.23,MAK,SECOND,43.00578333333333,77.38224444444444,1.266626097539772,0.5557505845365319
BSP,BSP-6,4,Box Shape Prism,4.8566666666666665,3.8333333333333335,2.31,1116.1289547491092,0.0506,5.06,10.11.23,MAK,THIRD,43.00578333333333,77.38224444444444,1.266626097539772,0.5557505845365319
C,C-11,0,Cylinder,3.813333333333333,2.873333333333333,0.0,1411.3665063431592,0.0605999999999999,6.06,10.11.23,MAK,THIRD,32.81598405057665,57.26411313159378,1.326684448567784,0.573063691306369
HC,HC-12,1,Half Cylinder,3.6533333333333338,1.846666666666667,0.0,1153.6296910982069,0.0384,3.84,10.11.23,ANG,FIRST,9.678922101758719,21.079947079247358,1.97726862709724,0.45915305505142173
HC,HC-12,1,Half Cylinder,3.6533333333333338,1.846666666666667,0.0,1153.6296910982069,0.0377,3.77,10.11.23,ANG,SECOND,9.678922101758719,21.079947079247358,1.97726862709724,0.45915305505142173
HC,HC-12,1,Half Cylinder,3.6533333333333338,1.846666666666667,0.0,1153.6296910982069,0.039,3.9,10.11.23,ANG,THIRD,9.678922101758719,21.079947079247358,1.97726862709724,0.45915305505142173
HC,HC-12,1,Half Cylinder,3.6533333333333338,1.846666666666667,0.0,1153.6296910982069,0.0363,3.63,10.11.23,MAK,FIRST,9.678922101758719,21.079947079247358,1.97726862709724,0.45915305505142173
HC,HC-12,1,Half Cylinder,3.6533333333333338,1.846666666666667,0.0,1153.6296910982069,0.0343,3.4300000000000006,10.11.23,MAK,SECOND,9.678922101758719,21.079947079247358,1.97726862709724,0.45915305505142173
HC,HC-6,1,Half Cylinder,4.796666666666667,2.3166666666666664,0.0,1127.2059157926574,0.0469,4.69,10.11.23,ANG,FIRST,20.931604201193085,35.52557478575264,2.069610240184093,0.5891981854601155
HC,HC-6,1,Half Cylinder,4.796666666666667,2.3166666666666664,0.0,1127.2059157926574,0.0458,4.58,10.11.23,ANG,SECOND,20.931604201193085,35.52557478575264,2.069610240184093,0.5891981854601155
HC,HC-6,1,Half Cylinder,4.796666666666667,2.3166666666666664,0.0,1127.2059157926574,0.0423,4.23,10.11.23,ANG,THIRD,20.931604201193085,35.52557478575264,2.069610240184093,0.5891981854601155
HC,HC-6,1,Half Cylinder,4.796666666666667,2.3166666666666664,0.0,1127.2059157926574,0.0408,4.08,10.11.23,MAK,SECOND,20.931604201193085,35.52557478575264,2.069610240184093,0.5891981854601155
HC,HC-6,1,Half Cylinder,4.796666666666667,2.3166666666666664,0.0,1127.2059157926574,0.0394,3.94,10.11.23,MAK,THIRD,20.931604201193085,35.52557478575264,2.069610240184093,0.5891981854601155
WSP,WSP-15,3,Wedge Shape Prism,4.023333333333333,1.6733333333333331,2.8766666666666665,1228.898572288358,0.0192999999999999,1.93,10.11.23,MAK,FIRST,9.68340337037037,46.239577777777775,2.4029464463468053,0.2094135461911119
WSP,WSP-6,3,Wedge Shape Prism,3.62,3.4599999999999995,2.85,1182.1845902798934,0.0447,4.47,10.11.23,ANG,FIRST,17.848409999999998,65.40639999999999,1.045940479630165,0.2728805914927057
