Klasor,experiment,category,particle_code,Video Suresi (sn),Boyut Tipi,a_v,b_v,c_v,material_v,Kaynak,velocity_ms,view,particle_code_clean,a_mm,b_mm,c_mm,volume_mm3,surface_area_mm2,density_kg_m3,weight_g,matched,L,I,S,d_eq,sphericity,aspect_ratio,CSF,flatness,elongation,density_ratio,density_diff,category_encoded,view_encoded
IC CAPTURE 16.11.2024-MAK,THIRD,PLA C,C-3,2.72,"a, b, c (mm)",4.79,1.02,,Plexiglass,Part 1 (2023-2024),0.1048,MAK,C-3,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1168.577961975711,0.7223,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.168577961975711,168.5779619757111,8,1
IC CAPTURE 16.11.2024-MAK,THIRD,PLA C,C-5,2.42,"a, b, c (mm)",4.806666666666666,2.823333333333334,,Plexiglass,Part 1 (2023-2024),0.1178,MAK,C-5,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1181.1972449653422,0.7301,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1811972449653423,181.19724496534218,8,1
IC CAPTURE 16.11.2024-MAK,THIRD,PLA C,C-9,2.34,"a, b, c (mm)",3.793333333333333,2.283333333333333,,Plexiglass,Part 1 (2023-2024),0.1218,MAK,C-9,3.793333333333333,2.283333333333333,3.038333333333333,26.316355370370367,54.248766666666654,1200.0,,False,3.793333333333333,3.038333333333333,2.283333333333333,2.9744630670140677,0.7886992303647975,1.6613138686131386,0.6725755941669126,0.7515085024684586,0.8009666080843585,1.2,200.0,8,1
IC CAPTURE 16.11.2024-MAK,THIRD,PLA C,C-16,2.98,"a, b, c (mm)",2.806666666666667,2.89,,Plexiglass,Part 1 (2023-2024),0.0956,MAK,C-16,2.806666666666667,2.89,2.8483333333333336,23.10359122222223,48.67454444444445,1200.0,,False,2.89,2.8483333333333336,2.806666666666667,2.848130146093623,0.8059384767929093,1.0296912114014252,0.978242460133773,0.9853715623171446,0.9855824682814303,1.2,200.0,8,1
IC CAPTURE 16.11.2024-MAK,THIRD,PLA C,C-25,4.96,"a, b, c (mm)",4.77,2.846666666666666,,Plexiglass,Part 1 (2023-2024),0.0575,MAK,C-25,4.77,2.846666666666666,3.8083333333333327,51.71183499999997,85.17081111111108,1200.0,,False,4.77,3.8083333333333327,2.846666666666666,3.7256036437462337,0.7881096416295551,1.675644028103045,0.6678977023456074,0.7474835886214442,0.7983927323549964,1.2,200.0,8,1
IC CAPTURE 16.11.2024-MAK,THIRD,PLA C,C-27,3.18,"a, b, c (mm)",4.813333333333333,2.856666666666667,,Plexiglass,Part 1 (2023-2024),0.0896,MAK,C-27,4.813333333333333,2.856666666666667,3.835,52.73159088888888,86.32907777777777,1200.0,,False,4.813333333333333,3.835,2.856666666666667,3.7499340050937295,0.7877243532344788,1.684947491248541,0.6648962963227733,0.7448935245545416,0.7967451523545708,1.2,200.0,8,1
IC CAPTURE 16.11.2024-MAK,THIRD,PLA CUBE,CUBE-2,3.1,"Diameter, Height (mm)",5.32,5.5,,ABS,Part 2 (2024-2025),0.0919,MAK,CUBE-2,5.32,5.5,5.41,158.2966,175.5924,1135.0,,False,5.5,5.41,5.32,5.409500878167293,0.8059216096694185,1.0338345864661653,0.9752852475377976,0.9833641404805915,0.9836363636363636,1.135,135.0,9,1
IC CAPTURE 16.11.2024-MAK,THIRD,PLA CUBE,CUBE-3,3.0,"Diameter, Height (mm)",5.54,5.46,,ABS,Part 2 (2024-2025),0.095,MAK,CUBE-3,5.54,5.46,5.5,166.3662,181.4968,1135.0,,False,5.54,5.5,5.46,5.499903028593321,0.805981766109746,1.0146520146520146,0.9891369272485657,0.9927272727272727,0.9927797833935018,1.135,135.0,9,1
IC CAPTURE 16.11.2024-MAK,THIRD,PLA CUBE,CUBE-4,2.98,"Diameter, Height (mm)",5.57,5.05,,ABS,Part 2 (2024-2025),0.0956,MAK,CUBE-4,5.57,5.05,5.3100000000000005,149.362335,169.0414,1135.0,,False,5.57,5.3100000000000005,5.05,5.305753038567582,0.8053508224216135,1.102970297029703,0.9285740015020012,0.9510357815442559,0.9533213644524238,1.135,135.0,9,1
IC CAPTURE 16.11.2024-MAK,THIRD,PLA CUBE,CUBE-7,2.94,"Diameter, Height (mm)",3.52,3.34,,ABS,Part 2 (2024-2025),0.0969,MAK,CUBE-7,3.52,3.34,3.4299999999999997,40.325824,70.5732,1135.0,,False,3.52,3.4299999999999997,3.34,3.4292126472662114,0.8058109190498618,1.0538922155688624,0.9612316785159893,0.9737609329446064,0.9744318181818181,1.135,135.0,9,1
IC CAPTURE 16.11.2024-MAK,THIRD,PLA CUBE,CUBE-11,2.96,"Diameter, Height (mm)",5.62,5.2,,ABS,Part 2 (2024-2025),0.0963,MAK,CUBE-11,5.62,5.2,5.41,158.10184,175.5204,1135.0,,False,5.62,5.41,5.2,5.407281443750434,0.8055907558845872,1.0807692307692307,0.9430539822165368,0.9611829944547134,0.9626334519572953,1.135,135.0,9,1
IC CAPTURE 16.11.2024-MAK,THIRD,PLA CUBE,CUBE-14,2.98,"Diameter, Height (mm)",5.02,4.01,,PLA,Part 2 (2024-2025),0.0956,MAK,CUBE-14,5.02,4.01,4.515,90.88785299999999,121.80129999999998,1200.0,,False,5.02,4.515,4.01,4.496092954437418,0.8026066686102957,1.2518703241895262,0.8422938636082697,0.8881506090808416,0.899402390438247,1.2,200.0,9,1
IC CAPTURE 16.11.2024-MAK,THIRD,PLA CUBE,CUBE-23,3.24,"Diameter, Height (mm)",4.94,3.75,,PLA,Part 2 (2024-2025),0.088,MAK,CUBE-23,4.94,3.75,4.345000000000001,80.49112500000003,112.56610000000003,1200.0,,False,4.94,4.345000000000001,3.75,4.317668870489898,0.8008942391714409,1.3173333333333335,0.8094180834639866,0.863060989643268,0.8795546558704455,1.2,200.0,9,1
IC CAPTURE 16.11.2024-MAK,THIRD,PLA CUBE,CUBE-27,3.02,"Diameter, Height (mm)",5.19,5.02,,PLA,Part 2 (2024-2025),0.0944,MAK,CUBE-27,5.19,5.02,5.105,133.004649,156.3517,1200.0,,False,5.19,5.105,5.02,5.104528196684653,0.805921480099779,1.0338645418326695,0.9752639363263005,0.9833496571988245,0.9836223506743738,1.2,200.0,9,1
IC CAPTURE 16.11.2024-MAK,THIRD,PLA HC,HC-1,3.88,"a, b, c (mm)",4.78,2.32,2.3,Plexiglass,Part 1 (2023-2024),0.0735,MAK,HC-1,4.78,2.32,2.3,25.506079999999997,54.8392,1200.0,,False,4.78,2.32,2.3,2.9436165714409834,0.7641093117455341,2.078260869565218,0.6906688913871378,0.9913793103448276,0.4853556485355648,1.2,200.0,10,1
IC CAPTURE 20.11.2024-MAK,FIRST,PLA C,C-2,2.66,"a, b, c (mm)",4.87,1.0,4.85,Plexiglass,Part 1 (2023-2024),0.1071,MAK,C-2,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1158.7090355351022,0.7162,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1587090355351022,158.7090355351022,8,1
IC CAPTURE 20.11.2024-MAK,FIRST,PLA C,C-7,2.68,"a, b, c (mm)",2.78,2.34,2.85,Plexiglass,Part 1 (2023-2024),0.1063,MAK,C-7,2.78,2.34,2.85,18.53982,42.1944,1200.0,,False,2.85,2.78,2.34,2.6466824510631226,0.8028473614449325,1.217948717948718,0.8313253607089217,0.841726618705036,0.975438596491228,1.2,200.0,8,1
IC CAPTURE 20.11.2024-MAK,FIRST,PLA C,C-12,3.08,"a, b, c (mm)",2.85,2.32,2.87,Plexiglass,Part 1 (2023-2024),0.0925,MAK,C-12,2.85,2.32,2.87,18.97644,42.8998,1200.0,,False,2.87,2.85,2.32,2.6672982531778975,0.8019956599506926,1.2370689655172415,0.8111937698435692,0.8140350877192981,0.9930313588850174,1.2,200.0,8,1
IC CAPTURE 20.11.2024-MAK,FIRST,PLA C,C-13,2.62,"a, b, c (mm)",2.78,2.88,2.8,Plexiglass,Part 1 (2023-2024),0.1088,MAK,C-13,2.78,2.88,2.8,22.417919999999995,47.7088,1200.0,,False,2.88,2.8,2.78,2.819671004323257,0.8059025094604069,1.0359712230215827,0.9789703450605317,0.9928571428571429,0.9722222222222222,1.2,200.0,8,1
IC CAPTURE 20.11.2024-MAK,FIRST,PLA C,C-29,4.4,"a, b, c (mm)",2.82,1.02,2.79,Plexiglass,Part 1 (2023-2024),0.0648,MAK,C-29,2.82,1.02,2.79,8.025155999999999,27.18,1200.0,,False,2.82,2.79,1.02,2.0020941398571552,0.713187398645885,2.764705882352941,0.36364156315826784,0.3655913978494624,0.9893617021276596,1.2,200.0,8,1
IC CAPTURE 20.11.2024-MAK,FIRST,PLA HC,HC-3,5.86,"a, b, c (mm)",4.73,2.38,2.33,Plexiglass,Part 1 (2023-2024),0.0486,MAK,HC-3,4.73,2.38,2.33,26.229742,55.647400000000005,1200.0,,False,4.73,2.38,2.33,2.9711962591782832,0.7671882204782653,2.0300429184549356,0.6944434278284566,0.9789915966386555,0.5031712473572938,1.2,200.0,10,1
IC CAPTURE 20.11.2024-MAK,FIRST,PLA HC,HC-4,4.34,"a, b, c (mm)",4.76,2.28,2.9,Plexiglass,Part 1 (2023-2024),0.0657,MAK,HC-4,4.76,2.28,2.9,31.473119999999994,62.53759999999999,1200.0,,False,4.76,2.9,2.28,3.157281216484611,0.7708492352596809,2.0877192982456143,0.6136664376252237,0.786206896551724,0.6092436974789917,1.2,200.0,10,1
IC CAPTURE 20.11.2024-MAK,FIRST,PLA HC,HC-5,3.98,"a, b, c (mm)",4.66,2.26,2.35,Plexiglass,Part 1 (2023-2024),0.0716,MAK,HC-5,4.66,2.26,2.35,24.74926,53.587199999999996,1200.0,,False,4.66,2.35,2.26,2.9142092970753453,0.7664159565307826,2.0619469026548676,0.6829384266024132,0.9617021276595743,0.5042918454935622,1.2,200.0,10,1
IC CAPTURE 20.11.2024-MAK,FIRST,PLA HC,HC-6,3.76,"a, b, c (mm)",4.79,2.32,2.88,Plexiglass,Part 1 (2023-2024),0.0758,MAK,HC-6,4.79,2.32,2.88,32.004864,63.179199999999994,1200.0,,False,4.79,2.88,2.32,3.17496295242695,0.7715913070691943,2.064655172413793,0.6246316474261971,0.8055555555555556,0.6012526096033403,1.2,200.0,10,1
IC CAPTURE 20.11.2024-MAK,FIRST,PLA HC,HC-8,4.12,"a, b, c (mm)",4.75,2.4,2.35,Plexiglass,Part 1 (2023-2024),0.0692,MAK,HC-8,4.75,2.4,2.35,26.790000000000003,56.405,1200.0,,False,4.75,2.4,2.35,2.9922019700277587,0.7676236206419609,2.021276595744681,0.6960099313669335,0.9791666666666667,0.5052631578947369,1.2,200.0,10,1
IC CAPTURE 20.11.2024-MAK,SECOND,PLA C,C-2,2.82,"a, b, c (mm)",1.01,4.79,1.01,Plexiglass,Part 1 (2023-2024),0.1011,MAK,C-2,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1158.7090355351022,0.7162,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1587090355351022,158.7090355351022,8,1
IC CAPTURE 20.11.2024-MAK,SECOND,PLA C,C-7,2.7,"a, b, c (mm)",2.32,2.82,2.31,Plexiglass,Part 1 (2023-2024),0.1056,MAK,C-7,2.32,2.82,2.31,15.112943999999997,36.831599999999995,1200.0,,False,2.82,2.32,2.31,2.4723864667400104,0.8025946389176407,1.2207792207792207,0.9031157853731541,0.9956896551724139,0.8226950354609929,1.2,200.0,8,1
IC CAPTURE 20.11.2024-MAK,SECOND,PLA C,C-12,3.14,"a, b, c (mm)",2.32,2.85,2.33,Plexiglass,Part 1 (2023-2024),0.0908,MAK,C-12,2.32,2.85,2.33,15.40596,37.3162,1200.0,,False,2.85,2.33,2.32,2.4882628486132474,0.802378389047133,1.2284482758620692,0.9003007135932241,0.9957081545064377,0.8175438596491228,1.2,200.0,8,1
IC CAPTURE 20.11.2024-MAK,SECOND,PLA C,C-13,2.56,"a, b, c (mm)",2.89,2.88,2.88,Plexiglass,Part 1 (2023-2024),0.1113,MAK,C-13,2.89,2.88,2.88,23.970816,49.8816,1200.0,,False,2.89,2.88,2.88,2.8833294827336355,0.8059949014550987,1.0034722222222223,0.9982683969692435,1.0,0.9965397923875432,1.2,200.0,8,1
IC CAPTURE 20.11.2024-MAK,SECOND,PLA C,C-29,4.18,"a, b, c (mm)",1.03,2.88,1.03,Plexiglass,Part 1 (2023-2024),0.0682,MAK,C-29,1.03,2.88,1.03,3.0553920000000003,13.987400000000001,1200.0,,False,2.88,1.03,1.03,1.4510720569617466,0.727989453978999,2.7961165048543686,0.5980291706003051,1.0,0.3576388888888889,1.2,200.0,8,1
IC CAPTURE 20.11.2024-MAK,SECOND,PLA HC,HC-3,3.72,"a, b, c (mm)",4.7,2.36,2.33,Plexiglass,Part 1 (2023-2024),0.0766,MAK,HC-3,4.7,2.36,2.33,25.84436,55.083600000000004,1200.0,,False,4.7,2.36,2.33,2.956572914589834,0.7674303960038175,2.017167381974249,0.6996019165837832,0.9872881355932204,0.502127659574468,1.2,200.0,10,1
IC CAPTURE 20.11.2024-MAK,SECOND,PLA HC,HC-4,4.16,"a, b, c (mm)",4.76,2.27,2.89,Plexiglass,Part 1 (2023-2024),0.0685,MAK,HC-4,4.76,2.27,2.89,31.227028,62.2438,1200.0,,False,4.76,2.89,2.27,3.1490306247032804,0.7704452719727575,2.0969162995594712,0.6120310553688352,0.7854671280276816,0.6071428571428572,1.2,200.0,10,1
IC CAPTURE 20.11.2024-MAK,THIRD,PLA C,C-2,2.76,"a, b, c (mm)",4.836666666666666,1.006666666666667,,Plexiglass,Part 1 (2023-2024),0.1033,MAK,C-2,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1158.7090355351022,0.7162,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1587090355351022,158.7090355351022,8,1
IC CAPTURE 20.11.2024-MAK,THIRD,PLA C,C-7,3.06,"a, b, c (mm)",2.816666666666666,2.323333333333334,,Plexiglass,Part 1 (2023-2024),0.0931,MAK,C-7,2.816666666666666,2.323333333333334,2.5700000000000003,16.81822277777778,39.507711111111114,1200.0,,False,2.816666666666666,2.5700000000000003,2.323333333333334,2.5620840155821623,0.8035057500197919,1.2123385939741744,0.8635296113869261,0.9040207522697797,0.9124260355029589,1.2,200.0,8,1
IC CAPTURE 20.11.2024-MAK,THIRD,PLA C,C-12,2.72,"a, b, c (mm)",2.856666666666667,2.323333333333333,,Plexiglass,Part 1 (2023-2024),0.1048,MAK,C-12,2.856666666666667,2.323333333333333,2.59,17.18980122222222,40.10637777777777,1200.0,,False,2.856666666666667,2.59,2.323333333333333,2.580815459546656,0.8031276671921864,1.2295552367288383,0.8541455010900941,0.8970398970398968,0.9066511085180862,1.2,200.0,8,1
IC CAPTURE 20.11.2024-MAK,THIRD,PLA C,C-13,2.42,"a, b, c (mm)",2.82,2.883333333333333,,Plexiglass,Part 1 (2023-2024),0.1178,MAK,C-13,2.82,2.883333333333333,2.8516666666666666,23.18690166666666,48.7900111111111,1200.0,,False,2.883333333333333,2.8516666666666666,2.82,2.851549446444696,0.8059628444854103,1.0224586288416075,0.9834500400858112,0.988895382817066,0.9890173410404626,1.2,200.0,8,1
IC CAPTURE 20.11.2024-MAK,THIRD,PLA C,C-29,4.7,"a, b, c (mm)",2.83,1.026666666666667,,Plexiglass,Part 1 (2023-2024),0.0606,MAK,C-29,2.83,1.026666666666667,1.9283333333333337,5.602708222222225,20.684811111111117,1200.0,,False,2.83,1.9283333333333337,1.026666666666667,1.776094224177552,0.7375043207664983,2.7564935064935057,0.4394861464566593,0.5324114088159033,0.6813898704358069,1.2,200.0,8,1
IC CAPTURE 20.11.2024-MAK,THIRD,PLA HC,HC-3,3.72,"a, b, c (mm)",4.73,2.35,2.31,Plexiglass,Part 1 (2023-2024),0.0766,MAK,HC-3,4.73,2.35,2.31,25.676805,54.9406,1200.0,,False,4.73,2.35,2.31,2.950169673282094,0.7660986818581917,2.047619047619048,0.6928631730336547,0.9829787234042553,0.4968287526427061,1.2,200.0,10,1
IC CAPTURE 20.11.2024-MAK,THIRD,PLA HC,HC-4,4.22,"a, b, c (mm)",4.78,2.27,2.89,Plexiglass,Part 1 (2023-2024),0.0675,MAK,HC-4,4.78,2.27,2.89,31.358234000000003,62.45020000000001,1200.0,,False,4.78,2.89,2.27,3.153434869078609,0.7700483984760618,2.105726872246696,0.6107493135318885,0.7854671280276816,0.604602510460251,1.2,200.0,10,1
IC CAPTURE 23.11.2024-MAK,FIRST,PLA C,C-4,2.52,"a, b, c (mm)",4.75,2.84,4.78,Plexiglass,Part 1 (2023-2024),0.1131,MAK,C-4,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1171.3283185247333,0.724,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1713283185247332,171.32831852473328,8,1
IC CAPTURE 23.11.2024-MAK,FIRST,PLA C,C-6,2.64,"a, b, c (mm)",3.82,2.86,3.84,Plexiglass,Part 1 (2023-2024),0.108,MAK,C-6,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1181.0354592859878,0.73,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1810354592859877,181.03545928598783,8,1
IC CAPTURE 23.11.2024-MAK,FIRST,PLA C,C-8,2.86,"a, b, c (mm)",1.8,2.34,1.83,Plexiglass,Part 1 (2023-2024),0.0997,MAK,C-8,1.8,2.34,1.83,7.70796,23.5764,1200.0,,False,2.34,1.83,1.8,1.9753610406560558,0.8003862173052022,1.2999999999999998,0.869839312029283,0.9836065573770492,0.7820512820512822,1.2,200.0,8,1
IC CAPTURE 23.11.2024-MAK,FIRST,PLA C,C-11,2.68,"a, b, c (mm)",3.79,2.87,3.81,Plexiglass,Part 1 (2023-2024),0.1063,MAK,C-11,3.79,2.87,3.81,41.442513,72.5038,1200.0,,False,3.81,3.79,2.87,3.460578411325615,0.7987681577495177,1.3275261324041812,0.7552657730854594,0.7572559366754618,0.994750656167979,1.2,200.0,8,1
IC CAPTURE 23.11.2024-MAK,FIRST,PLA C,C-15,2.84,"a, b, c (mm)",2.8,2.92,2.81,Plexiglass,Part 1 (2023-2024),0.1004,MAK,C-15,2.8,2.92,2.81,22.97456,48.4984,1200.0,,False,2.92,2.81,2.8,2.842818071637726,0.8058511842871936,1.042857142857143,0.977492526543377,0.9964412811387899,0.9623287671232877,1.2,200.0,8,1
IC CAPTURE 23.11.2024-MAK,FIRST,PLA C,C-20,2.44,"a, b, c (mm)",2.79,1.02,2.81,Plexiglass,Part 1 (2023-2024),0.1168,MAK,C-20,2.79,1.02,2.81,7.996698,27.1038,1200.0,,False,2.81,2.79,1.02,1.9997247954663024,0.7135007004381,2.7549019607843137,0.36428803755866834,0.3655913978494624,0.9928825622775801,1.2,200.0,8,1
IC CAPTURE 23.11.2024-MAK,FIRST,PLA C,C-28,2.7,"a, b, c (mm)",3.82,2.84,3.83,Plexiglass,Part 1 (2023-2024),0.1056,MAK,C-28,3.82,2.84,3.83,41.550903999999996,72.7132,1200.0,,False,3.83,3.82,2.84,3.463592779798079,0.7978560049642603,1.3485915492957747,0.7424842944889672,0.743455497382199,0.9973890339425587,1.2,200.0,8,1
IC CAPTURE 23.11.2024-MAK,FIRST,PLA CUBE,CUBE-5,2.94,"Diameter, Height (mm)",5.66,5.56,,ABS,Part 2 (2024-2025),0.0969,MAK,CUBE-5,5.66,5.56,5.609999999999999,176.54445599999997,188.8276,1135.0,,False,5.66,5.609999999999999,5.56,5.609851451800408,0.8059746343305935,1.0179856115107915,0.9867000389812209,0.9910873440285205,0.9911660777385157,1.135,135.0,9,1
IC CAPTURE 23.11.2024-MAK,FIRST,PLA CUBE,CUBE-6,2.66,"Diameter, Height (mm)",5.57,5.64,,ABS,Part 2 (2024-2025),0.1071,MAK,CUBE-6,5.57,5.64,5.605,176.07995400000001,188.49370000000002,1135.0,,False,5.64,5.605,5.57,5.604927147432505,0.8059855007121547,1.0125673249551166,0.9906673152907657,0.9937555753791257,0.9937943262411348,1.135,135.0,9,1
IC CAPTURE 23.11.2024-MAK,FIRST,PLA CUBE,CUBE-14,3.32,"Diameter, Height (mm)",5.02,3.99,,PLA,Part 2 (2024-2025),0.0858,MAK,CUBE-14,5.02,3.99,4.505,90.23424899999999,121.2397,1200.0,,False,5.02,4.505,3.99,4.48528939519071,0.8024541181879438,1.2581453634085211,0.8390225618814962,0.8856825749167593,0.8974103585657371,1.2,200.0,9,1
IC CAPTURE 23.11.2024-MAK,FIRST,PLA CUBE,CUBE-15,1.24,"Diameter, Height (mm)",2.99,2.98,,PLA,Part 2 (2024-2025),0.2298,MAK,CUBE-15,2.99,2.98,2.9850000000000003,26.596947000000007,53.46130000000001,1200.0,,False,2.99,2.9850000000000003,2.98,2.984997208260929,0.8059952231949802,1.0033557046979866,0.9974898890040662,0.9983249581239529,0.9983277591973244,1.2,200.0,9,1
IC CAPTURE 23.11.2024-MAK,FIRST,PLA CUBE,CUBE-17,4.58,"Diameter, Height (mm)",3.14,3.18,,PLA,Part 2 (2024-2025),0.0622,MAK,CUBE-17,3.14,3.18,3.16,31.553232000000005,59.912800000000004,1200.0,,False,3.18,3.16,3.14,3.1599578053437614,0.8059852146103589,1.0127388535031847,0.9905412062199371,0.9936708860759493,0.9937106918238994,1.2,200.0,9,1
IC CAPTURE 23.11.2024-MAK,FIRST,PLA CUBE,CUBE-19,2.74,"Diameter, Height (mm)",5.13,5.07,,PLA,Part 2 (2024-2025),0.104,MAK,CUBE-19,5.13,5.07,5.1,132.64641,156.0582,1200.0,,False,5.13,5.1,5.07,5.099941175792103,0.8059866804157303,1.011834319526627,0.9912066081678833,0.9941176470588237,0.9941520467836257,1.2,200.0,9,1
IC CAPTURE 23.11.2024-MAK,FIRST,PLA CUBE,CUBE-25,3.1,"Diameter, Height (mm)",4.98,4.99,,PLA,Part 2 (2024-2025),0.0919,MAK,CUBE-25,4.98,4.99,4.985,123.87824700000003,149.1013,1200.0,,False,4.99,4.985,4.98,4.984998328317728,0.8059957067234527,1.002008032128514,0.9984963660399656,0.9989969909729188,0.998997995991984,1.2,200.0,9,1
IC CAPTURE 23.11.2024-MAK,FIRST,PLA CUBE,CUBE-28,2.6,"Diameter, Height (mm)",5.06,5.1,,PLA,Part 2 (2024-2025),0.1096,MAK,CUBE-28,5.06,5.1,5.08,131.09447999999998,154.8376,1200.0,,False,5.1,5.08,5.06,5.07997375314523,0.8059918126443261,1.007905138339921,0.9941080089025598,0.9960629921259841,0.9960784313725491,1.2,200.0,9,1
IC CAPTURE 23.11.2024-MAK,FIRST,PLA HC,HC-7,7.76,"a, b, c (mm)",4.76,2.32,2.29,Plexiglass,Part 1 (2023-2024),0.0367,MAK,HC-7,4.76,2.32,2.29,25.288928,54.5128,1200.0,,False,4.76,2.32,2.29,2.93523902796124,0.7643153493476732,2.078602620087336,0.6891091452613836,0.9870689655172414,0.48739495798319327,1.2,200.0,10,1
IC CAPTURE 23.11.2024-MAK,FIRST,PLA HC,HC-9,3.4,"a, b, c (mm)",3.74,1.83,2.84,Plexiglass,Part 1 (2023-2024),0.0838,MAK,HC-9,3.74,1.83,2.84,19.437528,45.326,1200.0,,False,3.74,2.84,1.83,2.688728871574943,0.7713131779035804,2.0437158469945356,0.5615082203399849,0.6443661971830986,0.7593582887700534,1.2,200.0,10,1
IC CAPTURE 23.11.2024-MAK,FIRST,PLA HC,HC-11,3.26,"a, b, c (mm)",4.67,2.31,2.35,Plexiglass,Part 1 (2023-2024),0.0874,MAK,HC-11,4.67,2.31,2.35,25.351095000000004,54.3814,1200.0,,False,4.67,2.35,2.31,2.9376422626136813,0.7674172476772423,2.0216450216450217,0.697299908912012,0.9829787234042553,0.5032119914346895,1.2,200.0,10,1
IC CAPTURE 23.11.2024-MAK,FIRST,PLA HC,HC-12,3.2,"a, b, c (mm)",3.65,1.85,2.3,Plexiglass,Part 1 (2023-2024),0.0891,MAK,HC-12,3.65,1.85,2.3,15.53075,38.805,1200.0,,False,3.65,2.3,1.85,2.4949631923759,0.7757552486356214,1.9729729729729728,0.6385007006487975,0.8043478260869567,0.6301369863013698,1.2,200.0,10,1
IC CAPTURE 23.11.2024-MAK,SECOND,PLA C,C-4,2.38,"a, b, c (mm)",2.85,4.79,2.85,Plexiglass,Part 1 (2023-2024),0.1197,MAK,C-4,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1171.3283185247333,0.724,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1713283185247332,171.32831852473328,8,1
IC CAPTURE 23.11.2024-MAK,SECOND,PLA C,C-6,2.64,"a, b, c (mm)",2.86,3.85,2.85,Plexiglass,Part 1 (2023-2024),0.108,MAK,C-6,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1181.0354592859878,0.73,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1810354592859877,181.03545928598783,8,1
IC CAPTURE 23.11.2024-MAK,SECOND,PLA C,C-8,2.64,"a, b, c (mm)",2.32,1.83,2.33,Plexiglass,Part 1 (2023-2024),0.108,MAK,C-8,2.32,1.83,2.33,9.892247999999999,27.830199999999998,1200.0,,False,2.33,2.32,1.83,2.1466685741702545,0.8007515614635695,1.273224043715847,0.7870985942872109,0.7887931034482759,0.9957081545064377,1.2,200.0,8,1
IC CAPTURE 23.11.2024-MAK,SECOND,PLA C,C-11,2.94,"a, b, c (mm)",2.87,3.84,2.88,Plexiglass,Part 1 (2023-2024),0.0969,MAK,C-11,2.87,3.84,2.88,31.739903999999996,60.691199999999995,1200.0,,False,3.84,2.88,2.87,3.16617709636871,0.7987829859710737,1.337979094076655,0.8630183711324094,0.9965277777777779,0.75,1.2,200.0,8,1
IC CAPTURE 23.11.2024-MAK,SECOND,PLA C,C-15,2.92,"a, b, c (mm)",2.9,2.83,2.9,Plexiglass,Part 1 (2023-2024),0.0976,MAK,C-15,2.9,2.83,2.9,23.8003,49.648,1200.0,,False,2.9,2.9,2.83,2.8764763683804313,0.8059423681960483,1.0247349823321554,0.9758620689655173,0.9758620689655173,1.0,1.2,200.0,8,1
IC CAPTURE 23.11.2024-MAK,SECOND,PLA C,C-20,2.3,"a, b, c (mm)",1.02,2.83,1.02,Plexiglass,Part 1 (2023-2024),0.1239,MAK,C-20,1.02,2.83,1.02,2.944332,13.6272,1200.0,,False,2.83,1.02,1.02,1.433273021919933,0.7290131249143306,2.7745098039215685,0.6003532529007828,1.0,0.36042402826855124,1.2,200.0,8,1
IC CAPTURE 23.11.2024-MAK,SECOND,PLA C,C-28,2.7,"a, b, c (mm)",2.85,3.84,2.84,Plexiglass,Part 1 (2023-2024),0.1056,MAK,C-28,2.85,3.84,2.84,31.080959999999997,59.88719999999999,1200.0,,False,3.84,2.85,2.84,3.1441129652707422,0.7982637337863131,1.352112676056338,0.8584802292968472,0.9964912280701753,0.7421875,1.2,200.0,8,1
IC CAPTURE 23.11.2024-MAK,SECOND,PLA CUBE,CUBE-5,2.52,"Diameter, Height (mm)",5.66,5.6,,ABS,Part 2 (2024-2025),0.1131,MAK,CUBE-5,5.66,5.6,5.63,178.44848,190.1796,1135.0,,False,5.66,5.63,5.6,5.62994671352763,0.8059883483956491,1.010714285714286,0.992031845948143,0.9946714031971581,0.9946996466431095,1.135,135.0,9,1
