date,view,repeat,category,code,velocity_ms,cat_excel,a,b,c,material,measured_density,density,d_eq,volume,surface_area,sphericity,L,I,S,aspect_ratio,CSF,delta_rho,cat_enc,mat_enc,view_enc
06.11.2024,MAK,SECOND,ABS C,C-17,0.0424,PLA C,0.99,4.76,0.99,Plexiglass,1131.5340601175835,1131.5340601175835,1.6709332992982509,4.6652759999999995,20.8098,0.6488352647814275,4.76,0.99,0.99,4.808080808080808,0.45605174407879523,131.53406011758352,0,0,1
06.11.2024,MAK,SECOND,ABS C,C-8,0.042,ABS C,2.32,1.83,2.33,Plexiglass,1184.9343500495427,1184.9343500495427,2.1466685741702545,9.892247999999999,27.830199999999998,0.8007515614635695,2.33,2.32,1.83,1.273224043715847,0.7870985942872109,184.93435004954267,0,0,1
06.11.2024,MAK,SECOND,ABS C,C-8,0.042,PLA C,2.32,1.83,2.33,Plexiglass,1184.9343500495427,1184.9343500495427,2.1466685741702545,9.892247999999999,27.830199999999998,0.8007515614635695,2.33,2.32,1.83,1.273224043715847,0.7870985942872109,184.93435004954267,0,0,1
06.11.23,ANG,FIRST,BSP,BSP-26,0.0429,BSP,4.81,4.78,1.05,Plexiglass,1269.4725332220964,1269.4725332220964,2.8901524885316303,24.141389999999998,66.12259999999999,0.6109078659979044,4.81,4.78,1.05,4.580952380952381,0.21897917365770553,269.47253322209644,2,0,0
06.11.23,ANG,FIRST,BSP,BSP-3,0.0576,BSP,4.82,3.83,2.89,Plexiglass,1132.5254190611454,1132.5254190611454,3.764562845658882,53.35113400000001,86.91820000000001,0.7885014638182306,4.82,3.83,2.89,1.6678200692041523,0.6726279916202577,132.52541906114539,2,0,0
06.11.23,ANG,FIRST,BSP,BSP-3,0.0576,PA 6,4.82,3.83,2.89,Plexiglass,1132.5254190611454,1132.5254190611454,3.764562845658882,53.35113400000001,86.91820000000001,0.7885014638182306,4.82,3.83,2.89,1.6678200692041523,0.6726279916202577,132.52541906114539,2,0,0
06.11.23,ANG,FIRST,HC,HC-4,0.0375,HC,4.76,2.28,2.9,Plexiglass,1161.4483538349298,1161.4483538349298,3.157281216484611,31.473119999999994,62.53759999999999,0.7708492352596809,4.76,2.9,2.28,2.0877192982456143,0.6136664376252237,161.44835383492978,4,0,0
06.11.23,ANG,FIRST,HC,HC-4,0.0375,ABS HC,4.76,2.28,2.9,Plexiglass,1161.4483538349298,1161.4483538349298,3.157281216484611,31.473119999999994,62.53759999999999,0.7708492352596809,4.76,2.9,2.28,2.0877192982456143,0.6136664376252237,161.44835383492978,4,0,0
06.11.23,ANG,FIRST,HC,HC-4,0.0375,PLA HC,4.76,2.28,2.9,Plexiglass,1161.4483538349298,1161.4483538349298,3.157281216484611,31.473119999999994,62.53759999999999,0.7708492352596809,4.76,2.9,2.28,2.0877192982456143,0.6136664376252237,161.44835383492978,4,0,0
06.11.23,ANG,FIRST,HC,HC-4,0.0375,PA 6,4.76,2.28,2.9,Plexiglass,1161.4483538349298,1161.4483538349298,3.157281216484611,31.473119999999994,62.53759999999999,0.7708492352596809,4.76,2.9,2.28,2.0877192982456143,0.6136664376252237,161.44835383492978,4,0,0
06.11.23,ANG,FIRST,WSP,WSP-4,0.0381,WSP,3.53,3.48,2.84,Plexiglass,1235.6500131173404,1235.6500131173404,3.2675639536127536,34.887696,64.3856,0.8019431280776426,3.53,3.48,2.84,1.2429577464788732,0.8102916534042348,235.65001311734045,10,0,0
06.11.23,ANG,SECOND,BSP,BSP-3,0.0611,BSP,4.8,3.81,2.88,Plexiglass,1132.5254190611454,1132.5254190611454,3.7484601677976874,52.66944,86.1696,0.7885620055258008,4.8,3.81,2.88,1.6666666666666667,0.6734562399195765,132.52541906114539,2,0,0
06.11.23,ANG,SECOND,BSP,BSP-3,0.0611,PA 6,4.8,3.81,2.88,Plexiglass,1132.5254190611454,1132.5254190611454,3.7484601677976874,52.66944,86.1696,0.7885620055258008,4.8,3.81,2.88,1.6666666666666667,0.6734562399195765,132.52541906114539,2,0,0
