category,code,shape_enc,shape_name,a,b,c,density,velocity_mean,velocity_std,measurement_count,volume,surface_area,aspect_ratio,vol_surf_ratio,stokes_factor,equiv_diameter,buoyancy_factor,size_squared,stokes_velocity_est
ABS CUBE,CUBE-10,2,Cube,3.016666666666667,2.986666666666667,3.1966666666666668,1006.9005220348412,3.942,0.6856894340734728,5,28.8012562962963,56.40086666666668,1.0097065714604487,0.5106436718931814,62.79666732873105,3.065282298912351,0.006900522034841174,9.10027777777778,0.06279666732873104
ABS CUBE,CUBE-11,2,Cube,3.056666666666666,3.0766666666666667,3.1833333333333336,1018.8006074278508,3.245,0.388908729652601,2,29.937163148148144,57.85757777777778,0.9931766489764972,0.5174196168998534,175.6580442155333,3.105061559424374,0.018800607427850766,9.343211111111108,0.1756580442155333
ABS CUBE,CUBE-2,2,Cube,5.063333333333333,5.043333333333333,5.180000000000001,1028.9023828473678,3.2350000000000003,0.3850973902793942,4,132.27688288888888,155.7772222222222,1.0037666027886076,0.8491359125936873,740.9803443231708,5.095200956399805,0.028902382847367788,25.637344444444437,0.7409803443231708
ABS CUBE,CUBE-3,2,Cube,3.11,3.083333333333333,3.783333333333333,1047.4375107433168,4.072,0.3810118108405566,5,36.27901388888888,66.04122222222222,1.0083216254187832,0.5493306050001682,458.82034766043444,3.3104357086820597,0.047437510743316806,9.672099999999999,0.45882034766043445
ABS CUBE,CUBE-4,2,Cube,5.05,5.04,5.193333333333334,1028.894380360464,3.5316666666666667,0.3178941123497991,6,132.18072,155.70546666666667,1.0017853600476094,0.8489096363799064,736.8789351427353,5.09396595092336,0.028894380360464083,25.502499999999998,0.7368789351427353
ABS CUBE,CUBE-5,2,Cube,3.0700000000000003,3.053333333333333,3.796666666666667,1039.6488087554087,3.975000000000001,0.3348133808556638,4,35.588940888888885,65.24397777777779,1.0051293244570558,0.5454663653975579,373.6860576388516,3.289311635219998,0.03964880875540871,9.424900000000001,0.3736860576388516
ABS CUBE,CUBE-6,2,Cube,5.06,5.05,5.186666666666667,1075.1885516035677,3.855,0.2192031021678293,2,132.53489333333334,155.9804,1.0017818253811126,0.8496839580445703,1925.0975998371057,5.098511590947067,0.0751885516035677,25.603599999999997,1.9250975998371056
ABS CUBE,CUBE-7,2,Cube,2.983333333333334,2.9633333333333334,3.1466666666666665,1089.2049392415097,3.24,0.3218695387886216,3,27.818456296296297,55.10557777777778,1.00640953558979,0.504811901194023,793.9487383992258,3.03001195579943,0.0892049392415097,8.90027777777778,0.7939487383992259
ABS CUBE,CUBE-8,2,Cube,5.206666666666666,5.156666666666666,5.052333333333333,1093.989292299615,3.9683333333333337,0.5068892055140517,6,135.6503222148148,158.41611777777774,1.0095004200866025,0.8562857607667155,2547.991232016244,5.1381519472565405,0.09398929229961504,27.109377777777773,2.5479912320162437
ABS CUBE,CUBE-9,2,Cube,5.1066666666666665,5.063333333333333,5.16,1039.5675862536796,3.414,0.5390083487294052,5,133.42085866666665,156.6679111111111,1.0083591127492926,0.8516103017531238,1031.8452728828447,5.1098471629190305,0.039567586253679565,26.078044444444444,1.0318452728828447
